Number_of_Riders,Number_of_Drivers,Number_of_Past_Rides,Expected_Ride_Duration,Customer_Loyalty_Status_Gold,Customer_Loyalty_Status_Regular,Customer_Loyalty_Status_Silver,Location_Category_Rural,Location_Category_Suburban,Location_Category_Urban,Vehicle_Type_Economy,Vehicle_Type_Premium,Time_of_Booking_Afternoon,Time_of_Booking_Evening,Time_of_Booking_Morning,Time_of_Booking_Night,Actual_Adjusted_Cost,Predicted_Adjusted_Cost,Error
88.0,46.0,35.0,72.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.7755575615628914e-17,0.0,361.98552095653855,305.4333236706351,56.552197285903446
96.0,80.0,47.0,70.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-2.7755575615628914e-17,0.0,1.0,0.0,177.20306582722415,268.6833236706351,-91.48025784341095
34.0,22.0,34.0,176.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-2.7755575615628914e-17,0.0,1.0,0.0,617.3632185255483,617.6833236706351,-0.32010514508681354
61.0,45.0,42.0,102.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.7755575615628914e-17,0.0,421.98526198279467,366.4333236706351,55.551938312159564
37.0,10.0,27.0,143.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.7755575615628914e-17,0.0,512.44939271165,495.1833236706351,17.26606904101493
84.0,37.0,3.0,69.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-2.7755575615628914e-17,1.0,2.7755575615628914e-17,0.0,248.9476553705649,282.1833236706351,-33.235668300070216
38.0,28.0,8.0,29.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-2.7755575615628914e-17,0.0,1.0,0.0,95.02020685904614,101.6833236706351,-6.663116811588964
51.0,25.0,21.0,38.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.7755575615628914e-17,1.0,2.7755575615628914e-17,0.0,200.2582591219043,169.1833236706351,31.074935451269198
54.0,16.0,8.0,67.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.7755575615628914e-17,0.0,266.0685899337195,275.6833236706351,-9.614733736915582
69.0,7.0,51.0,103.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.7755575615628914e-17,0.0,462.66304412150464,394.6833236706351,67.97972045086954
44.0,11.0,56.0,18.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.7755575615628914e-17,0.0,104.75201005936664,99.1833236706351,5.568686388731535
100.0,66.0,27.0,106.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.7755575615628914e-17,1.0,2.7755575615628914e-17,0.0,412.2556067980849,428.3083236706351,-16.052716872550207
84.0,59.0,67.0,164.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-2.7755575615628914e-17,0.0,1.0,0.0,758.9961232252967,640.5583236706351,118.43779955466164
95.0,56.0,86.0,147.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-2.7755575615628914e-17,0.0,1.0,0.0,671.4712089285143,577.1833236706351,94.28788525787922
100.0,85.0,59.0,110.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-2.7755575615628914e-17,1.0,2.7755575615628914e-17,0.0,329.4837131421355,410.1833236706351,-80.69961052849959
59.0,24.0,40.0,147.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.7755575615628914e-17,0.0,631.6312970255759,560.5583236706351,71.07297335494081
49.0,6.0,18.0,148.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.7755575615628914e-17,0.0,2.7755575615628914e-17,1.0,443.7750198288772,551.9333236706351,-108.15830384175791
32.0,6.0,13.0,53.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.7755575615628914e-17,0.0,173.88747446193491,177.9333236706351,-4.04584920870019
57.0,40.0,78.0,171.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.7755575615628914e-17,0.0,764.5953413909641,605.1833236706351,159.412017720329
42.0,6.0,21.0,128.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-2.7755575615628914e-17,0.0,2.7755575615628914e-17,1.0,398.9933645706103,484.1833236706351,-85.1899591000248
94.0,71.0,48.0,169.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.7755575615628914e-17,0.0,2.7755575615628914e-17,1.0,770.8733244527833,655.1833236706351,115.69000078214822
28.0,18.0,100.0,92.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.7755575615628914e-17,0.0,382.03843862699455,362.9333236706351,19.105114956359444
29.0,17.0,76.0,166.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-2.7755575615628914e-17,0.0,1.0,0.0,674.132847635612,581.4333236706351,92.69952396497695
92.0,37.0,7.0,103.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-2.7755575615628914e-17,0.0,1.0,0.0,434.5710508212173,413.9333236706351,20.63772715058218
40.0,29.0,72.0,147.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.7755575615628914e-17,0.0,624.9860100296204,515.6833236706351,109.30268635898528
36.0,23.0,42.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-2.7755575615628914e-17,0.0,1.0,0.0,44.52503661261306,49.683323670635104,-5.158287058022047
31.0,7.0,22.0,172.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.7755575615628914e-17,0.0,806.0212701919081,639.6833236706351,166.337946521273
22.0,6.0,82.0,172.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-2.7755575615628914e-17,0.0,1.0,0.0,710.884313751738,642.1833236706351,68.70099008110287
21.0,7.0,58.0,75.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.7755575615628914e-17,0.0,1.0,0.0,328.45835687553256,299.1833236706351,29.275033204897454
28.0,8.0,67.0,58.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.7755575615628914e-17,0.0,305.2426676647312,238.6833236706351,66.55934399409608
81.0,35.0,45.0,174.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-2.7755575615628914e-17,0.0,2.7755575615628914e-17,1.0,708.8801421484817,611.1833236706351,97.69681847784659
83.0,14.0,80.0,64.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-2.7755575615628914e-17,0.0,2.7755575615628914e-17,1.0,295.5887110300315,256.1833236706351,39.4053873593964
86.0,18.0,61.0,126.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.7755575615628914e-17,0.0,441.6378571357946,486.4333236706351,-44.7954665348405
59.0,37.0,86.0,95.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-2.7755575615628914e-17,0.0,2.7755575615628914e-17,1.0,340.1282671016029,382.1833236706351,-42.05505656903222
30.0,13.0,8.0,94.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.7755575615628914e-17,0.0,274.6803754439265,323.9333236706351,-49.25294822670861
100.0,64.0,7.0,115.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.7755575615628914e-17,0.0,2.7755575615628914e-17,1.0,490.5040759704239,461.1833236706351,29.320752299788808
74.0,30.0,97.0,179.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-2.7755575615628914e-17,1.0,2.7755575615628914e-17,0.0,794.3231511066332,619.6833236706351,174.6398274359981
25.0,6.0,69.0,94.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-2.7755575615628914e-17,1.0,2.7755575615628914e-17,0.0,398.051725971793,356.1833236706351,41.868402301157914
100.0,54.0,91.0,61.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.7755575615628914e-17,0.0,2.7755575615628914e-17,1.0,203.1132957396489,267.5583236706351,-64.44502793098621
83.0,43.0,19.999999999999996,63.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-2.7755575615628914e-17,0.0,1.0,0.0,267.28219711727195,229.1833236706351,38.098873446636844
40.0,6.0,37.0,148.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.7755575615628914e-17,0.0,707.8553931548287,554.4333236706351,153.42206948419357
43.0,14.0,1.0,134.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.7755575615628914e-17,0.0,2.7755575615628914e-17,1.0,648.9097429236178,506.5583236706351,142.35141925298274
67.0,18.0,78.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-2.7755575615628914e-17,0.0,1.0,0.0,106.7358926414302,119.1833236706351,-12.447431029204907
66.0,6.0,23.0,45.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-2.7755575615628914e-17,1.0,2.7755575615628914e-17,0.0,173.1577542620492,138.8708236706351,34.28693059141409
65.0,10.0,77.0,170.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.7755575615628914e-17,0.0,430.385487919734,586.1833236706351,-155.79783575090113
44.0,17.0,15.0,98.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-2.7755575615628914e-17,1.0,2.7755575615628914e-17,0.0,353.33854512223814,331.3708236706351,21.96772145160304
31.0,21.0,77.0,107.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.7755575615628914e-17,0.0,389.3845083155804,377.6833236706351,11.701184644945272
30.0,7.0,85.0,43.99999999999999,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-2.7755575615628914e-17,1.0,2.7755575615628914e-17,0.0,184.11208970364285,136.8708236706351,47.24126603300775
55.0,12.000000000000002,96.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-2.7755575615628914e-17,0.0,1.0,0.0,183.2701656673754,207.6833236706351,-24.413158003259696
99.0,22.0,7.0,39.00000000000001,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-2.7755575615628914e-17,0.0,1.0,0.0,131.44358716419623,137.6833236706351,-6.239736506438874
100.0,50.0,19.999999999999996,127.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-2.7755575615628914e-17,1.0,2.7755575615628914e-17,0.0,350.2265835541767,446.4333236706351,-96.20674011645838
29.0,6.0,24.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.7755575615628914e-17,0.0,197.46392160702555,170.1833236706351,27.28059793639045
67.0,48.0,94.0,168.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.7755575615628914e-17,1.0,2.7755575615628914e-17,0.0,544.6027807887253,637.1833236706351,-92.58054288190976
26.0,11.0,97.0,141.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-2.7755575615628914e-17,0.0,1.0,0.0,427.0550612068028,486.6833236706351,-59.6282624638323
50.0,40.0,61.0,73.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-2.7755575615628914e-17,1.0,2.7755575615628914e-17,0.0,319.11098294212263,303.1833236706351,15.927659271487528
97.0,66.0,90.0,150.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-2.7755575615628914e-17,1.0,2.7755575615628914e-17,0.0,717.467322019467,583.6833236706351,133.78399834883191
58.0,14.0,10.0,95.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-2.7755575615628914e-17,0.0,1.0,0.0,258.01445968829404,326.9333236706351,-68.91886398234107
75.0,56.0,66.0,22.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-2.7755575615628914e-17,1.0,2.7755575615628914e-17,0.0,124.49060049402551,125.6833236706351,-1.19272317660959
40.0,23.0,6.0,178.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-2.7755575615628914e-17,0.0,2.7755575615628914e-17,1.0,528.60807288888,621.9333236706351,-93.32525078175513
57.0,28.0,27.0,107.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.7755575615628914e-17,0.0,423.5098573724167,374.4333236706351,49.076533701781614
53.0,27.0,78.0,58.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.7755575615628914e-17,0.0,2.7755575615628914e-17,1.0,279.09504825213924,245.3083236706351,33.78672458150413
83.0,26.0,77.0,74.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.7755575615628914e-17,0.0,2.7755575615628914e-17,1.0,373.975635759196,300.1833236706351,73.79231208856089
37.0,12.000000000000002,15.0,142.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-2.7755575615628914e-17,1.0,2.7755575615628914e-17,0.0,369.36165888010754,487.3083236706351,-117.94666479052756
41.0,7.0,4.0,83.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-2.7755575615628914e-17,0.0,2.7755575615628914e-17,1.0,364.9140560714328,276.6833236706351,88.2307324007977
27.0,12.000000000000002,64.0,149.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-2.7755575615628914e-17,1.0,2.7755575615628914e-17,0.0,667.9464280068869,513.1833236706351,154.76310433625179
90.0,45.0,13.0,90.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-2.7755575615628914e-17,0.0,2.7755575615628914e-17,1.0,284.25727302188227,366.6833236706351,-82.42605064875283
58.0,19.0,47.0,77.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-2.7755575615628914e-17,1.0,2.7755575615628914e-17,0.0,247.4420018201041,260.1833236706351,-12.741321850530994
