Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,riders_to_drivers_ratio,duration_per_rider,log_historical_cost,rating_ride_interaction,booking_category,location_code,loyalty_code,vehicle_code,Loyalty_Discount_Applied,Cumulative_Past_Rides_Discount,Traffic_Condition_Adjusted_Fare,Peak_Hours_Adjusted_Fare,demand_surge_multiplier,distance_adjustment,elasticity_fare_adjustment,Loyalty_Discount_Applied,True Value,Predicted Value,Absolute_Error,Percentage_Error
97,75,Urban,Regular,15,4.94,Afternoon,Economy,163,575.4934491747886,1.2763157894736843,1.6804123711340206,6.356963976547916,805.22,0,2,1,0,0.0,0.0,1,1,1.5,3.06,1.05,0.0,633.0427940922675,632.46326,0.5795372563300134,0.09154787981767067
84,24,Suburban,Regular,39,4.08,Afternoon,Economy,86,349.4432162449335,3.36,1.0238095238095237,5.859198685489565,350.88,0,1,1,0,0.0,0.0,1,1,1.5,1.52,1.05,0.0,384.3875378694269,385.6562,1.2686510954168284,0.3300448038582817
68,40,Suburban,Silver,58,4.64,Morning,Premium,68,279.2349662242834,1.6585365853658536,1.0,5.635628416353811,315.52,2,1,2,1,0.05,0.01,1,1,1.5,1.16,1.05,0.05,307.1584628467118,304.92053,2.2379306201493137,0.7285915547982665
77,30,Urban,Regular,99,4.7,Evening,Premium,179,689.7483154802385,2.4838709677419355,2.324675324675325,6.537775525118306,841.3000000000001,1,2,1,1,0.0,0.01,1,1,1.5,3.38,1.05,0.0,758.7231470282624,755.65607,3.0670801337311104,0.40424233078220057
82,67,Urban,Regular,13,4.43,Afternoon,Economy,33,88.76294359232648,1.2058823529411764,0.4024390243902439,4.497172235268831,146.19,0,2,1,0,0.0,0.0,1,1,1.5,0.46,1.05,0.0,97.63923795155914,102.24938,4.61014406748383,4.721610045513688
21,8,Suburban,Gold,37,3.71,Evening,Premium,171,621.7963494961118,2.3333333333333335,8.142857142857142,6.43421957850418,634.41,1,1,0,1,0.1,0.0,1,1,1.5,3.22,1.05,0.1,683.975984445723,684.1954,0.21938908943320712,0.03207555446716372
75,24,Rural,Regular,44,3.79,Night,Premium,72,307.621949405299,3.0,0.96,5.732117063146015,272.88,3,0,1,1,0.0,0.0,1,1,1.5,1.24,1.05,0.0,338.38414434582893,337.0754,1.308735410282054,0.38676026408155967
61,9,Urban,Gold,74,3.98,Evening,Premium,32,172.41053126646165,6.1,0.5245901639344263,5.155661796449509,127.36,1,2,0,1,0.1,0.01,1,1,1.5,0.44,1.05,0.1,189.65158439310784,189.06938,0.5822026792406518,0.30698540225947607
90,13,Suburban,Regular,24,3.73,Afternoon,Economy,126,444.2453020895959,6.428571428571429,1.4,6.098625370939701,469.98,0,1,1,0,0.0,0.0,1,1,1.5,2.32,1.05,0.0,488.66983229855555,490.027,1.3571757580850772,0.2777285742607297
100,21,Suburban,Regular,20,3.52,Night,Premium,163,556.8967118375435,4.545454545454546,1.63,6.324173841013615,573.76,3,1,1,1,0.0,0.0,1,1,1.5,3.06,1.05,0.0,612.5863830212979,611.53955,1.0468322400479337,0.170887285297613
93,31,Suburban,Gold,13,3.58,Afternoon,Premium,101,355.3245754797394,2.90625,1.086021505376344,5.875842044355384,361.58,0,1,0,1,0.1,0.0,1,1,1.5,1.82,1.05,0.1,390.8570330277134,392.69525,1.8382184371303651,0.4703045568582689
92,14,Urban,Silver,57,3.73,Morning,Premium,133,474.99773906008016,6.133333333333334,1.4456521739130435,6.165413104346358,496.09,2,2,2,1,0.05,0.01,1,1,1.5,2.46,1.05,0.05,522.4975129660883,522.6428,0.14530929953673422,0.027810524630413936
61,12,Rural,Gold,59,4.72,Afternoon,Premium,178,581.9712306098094,4.6923076923076925,2.918032786885246,6.368137837979896,840.16,0,0,0,1,0.1,0.01,1,1,1.5,3.36,1.05,0.1,640.1683536707903,635.6124,4.555926912977839,0.7116763718252692
53,12,Suburban,Gold,79,3.6,Night,Premium,154,663.4393972369916,4.076923076923077,2.9056603773584904,6.4989436734479895,554.4,3,1,0,1,0.1,0.01,1,1,1.5,2.88,1.05,0.1,729.7833369606908,724.50806,5.275280320065804,0.7228556823502744
55,21,Urban,Regular,20,3.56,Night,Premium,134,519.469492374694,2.5,2.4363636363636365,6.254731274184899,477.04,3,2,1,1,0.0,0.0,1,1,1.5,2.48,1.05,0.0,571.4164416121635,569.3584,2.058043174663453,0.36016520085718945
57,45,Rural,Gold,78,4.43,Afternoon,Premium,112,397.6919501475396,1.2391304347826086,1.9649122807017543,5.988189063934022,496.15999999999997,0,0,0,1,0.1,0.01,1,1,1.5,2.04,1.05,0.1,437.46114516229363,440.54108,3.079931497862617,0.7040468695156901
34,8,Suburban,Silver,51,4.09,Afternoon,Premium,130,388.1122298927073,3.7777777777777777,3.823529411764706,5.963867810729421,531.6999999999999,0,1,2,1,0.05,0.01,1,1,1.5,2.4,1.05,0.05,426.9234528819781,426.22116,0.7022919933062326,0.16450068239759585
50,11,Suburban,Silver,19,4.87,Morning,Economy,144,591.1000759572743,4.166666666666667,2.88,6.383675667822259,701.28,2,1,2,0,0.05,0.0,1,1,1.5,2.68,1.05,0.05,650.2100835530017,649.23895,0.9711309162829593,0.14935648351934513
35,22,Rural,Silver,82,3.79,Afternoon,Economy,174,586.7988633141081,1.5217391304347827,4.9714285714285715,6.376384820185921,659.46,0,0,2,0,0.05,0.01,1,1,1.5,3.2800000000000002,1.05,0.05,645.478749645519,650.6361,5.157358752918526,0.798997450458411
43,14,Suburban,Regular,1,3.53,Night,Premium,134,648.9097429236178,2.8666666666666667,3.116279069767442,6.476833496207563,473.02,3,1,1,1,0.0,0.0,1,1,1.5,2.48,1.05,0.0,713.8007172159797,702.28564,11.515072684729716,1.6132055358030017
50,25,Suburban,Silver,19,4.32,Night,Economy,176,746.3391324597457,1.9230769230769231,3.52,6.616519074692692,760.32,3,1,2,0,0.05,0.0,1,1,1.5,3.3200000000000003,1.05,0.05,820.9730457057203,825.8104,4.837379098967176,0.5892250816601287
55,19,Urban,Regular,64,4.34,Morning,Premium,129,555.0976877626003,2.75,2.3454545454545452,6.320943976232348,559.86,2,2,1,1,0.0,0.01,1,1,1.5,2.38,1.05,0.0,610.6074565388604,610.685,0.07754101973330307,0.01269899653254041
93,67,Urban,Silver,21,4.88,Night,Premium,87,417.91314129159,1.3676470588235294,0.9354838709677419,6.037663598412447,424.56,3,2,2,1,0.05,0.0,1,1,1.5,1.54,1.05,0.05,459.70445542074907,460.3468,0.6423463370634295,0.13973028311755553
94,69,Urban,Silver,86,4.12,Morning,Premium,18,97.80093621671637,1.3428571428571427,0.19148936170212766,4.5931070805866225,74.16,2,2,2,1,0.05,0.01,1,1,1.5,0.16,1.0,0.05,107.581029838388,106.413124,1.167905753915349,1.0856056645579784
70,60,Urban,Regular,57,4.05,Afternoon,Premium,43,193.0891119987856,1.1475409836065573,0.6142857142857143,5.2683173937988395,174.15,0,2,1,1,0.0,0.01,1,1,1.5,0.66,1.05,0.0,212.39802319866416,215.07617,2.6781486763358373,1.2609103587705524
36,25,Suburban,Regular,61,3.64,Night,Economy,132,492.4640116460618,1.3846153846153846,3.6666666666666665,6.201449931485041,480.48,3,1,1,0,0.0,0.01,1,1,1.5,2.44,1.05,0.0,541.710412810668,542.3932,0.6827756658944963,0.12604071285096966
37,9,Suburban,Silver,73,4.8,Morning,Economy,124,408.81562882076287,3.7,3.3513513513513513,6.015707372756354,595.1999999999999,2,1,2,0,0.05,0.01,1,1,1.5,2.2800000000000002,1.05,0.05,449.6971917028392,447.14526,2.551928030964177,0.5674769774080548
68,46,Urban,Gold,8,4.21,Afternoon,Economy,116,364.1617948077249,1.446808510638298,1.7058823529411764,5.900340528811663,488.36,0,2,0,0,0.1,0.0,1,1,1.5,2.12,1.05,0.1,400.57797428849744,402.88138,2.303403885330681,0.5750201042436154
77,15,Suburban,Regular,47,4.47,Morning,Economy,66,228.64349787316,4.8125,0.8571428571428571,5.436528097168973,295.02,2,1,1,0,0.0,0.0,1,1,1.5,1.12,1.05,0.0,251.50784766047602,246.14404,5.363804691726017,2.1326589772923925
27,12,Suburban,Silver,64,4.7,Evening,Economy,149,667.9464280068869,2.076923076923077,5.518518518518518,6.505703979204179,700.3000000000001,1,1,2,0,0.05,0.01,1,1,1.5,2.7800000000000002,1.05,0.05,734.7410708075756,734.4969,0.2441836005443747,0.033233966392539525
90,56,Suburban,Silver,61,4.38,Night,Premium,91,410.34270896598935,1.5789473684210527,1.011111111111111,6.01942670880972,398.58,3,1,2,1,0.05,0.01,1,1,1.5,1.62,1.05,0.05,451.3769798625883,442.27563,9.101345096963314,2.0163511882537777
46,23,Suburban,Regular,19,4.92,Afternoon,Economy,169,710.4192641684332,1.9166666666666667,3.6739130434782608,6.567261938383639,831.48,0,1,1,0,0.0,0.0,1,1,1.5,3.18,1.05,0.0,781.4611905852765,781.23395,0.22724283137029033,0.02907922160537447
96,80,Urban,Regular,47,3.77,Morning,Economy,70,177.20306582722415,1.1851851851851851,0.7291666666666666,5.182923719306358,263.9,2,2,1,0,0.0,0.0,1,1,1.5,1.2,1.05,0.0,194.92337240994658,212.38084,17.457471706264357,8.956068987740094
80,6,Rural,Silver,43,4.81,Night,Economy,24,74.32837977574499,11.428571428571429,0.3,4.321856953252984,115.44,3,0,2,0,0.05,0.0,1,1,1.5,0.28,1.0,0.05,81.7612177533195,82.86475,1.1035359698250318,1.3497058876428345
80,31,Suburban,Silver,91,4.61,Evening,Premium,127,392.3027600530253,2.5,1.5875,5.974579697091821,585.47,1,1,2,1,0.05,0.01,1,1,1.5,2.34,1.05,0.05,431.53303605832787,441.23996,9.706923658469009,2.2494045292877596
64,25,Suburban,Silver,85,4.46,Afternoon,Premium,37,168.61019430479575,2.4615384615384617,0.578125,5.133502829480614,165.02,0,1,2,1,0.05,0.01,1,1,1.5,0.54,1.05,0.05,185.47121373527534,186.50417,1.032951914138721,0.5569338191818068
57,42,Rural,Silver,36,3.59,Afternoon,Premium,167,587.2581373063812,1.3255813953488371,2.9298245614035086,6.377165860586817,599.53,0,0,2,1,0.05,0.0,1,1,1.5,3.14,1.05,0.05,645.9839510370193,646.39935,0.41540199032442615,0.06430531124768156
52,7,Rural,Silver,57,4.82,Night,Economy,180,563.9803272683639,6.5,3.4615384615384617,6.336790911546199,867.6,3,0,2,0,0.05,0.01,1,1,1.5,3.4,1.05,0.05,620.3783599952003,610.6517,9.726687631919049,1.5678637842871084
69,56,Urban,Regular,73,4.02,Night,Premium,116,352.3474982568331,1.2105263157894737,1.681159420289855,5.8674519870405755,466.31999999999994,3,2,1,1,0.0,0.01,1,1,1.5,2.12,1.05,0.0,387.58224808251646,391.1908,3.6085478159210425,0.93104052979041
67,54,Suburban,Regular,53,3.67,Morning,Economy,110,415.3075369486595,1.2181818181818183,1.6417910447761195,6.031424258645882,403.7,2,1,1,0,0.0,0.01,1,1,1.5,2.0,1.05,0.0,456.8382906435255,456.4472,0.39108605368176086,0.08560710905621709
25,7,Rural,Silver,13,4.07,Afternoon,Premium,60,204.215843297379,3.125,2.4,5.3240623193677035,244.20000000000002,0,0,2,1,0.05,0.0,1,1,1.5,1.0,1.05,0.05,224.63742762711692,227.20692,2.5694968113596417,1.1438418069961316
80,35,Rural,Regular,29,4.49,Night,Economy,79,319.6520700676685,2.2222222222222223,0.9875,5.7703566414220555,354.71000000000004,3,0,1,0,0.0,0.0,1,1,1.5,1.3800000000000001,1.05,0.0,351.6172770744354,350.53415,1.0831279045135034,0.3080417189750922
73,6,Suburban,Silver,5,4.03,Night,Premium,71,362.05333073474793,10.428571428571429,0.9726027397260274,5.89454974009831,286.13,3,1,2,1,0.05,0.0,1,1,1.5,1.22,1.05,0.05,398.25866380822276,398.3643,0.10562452185536131,0.02652158796631319
24,6,Urban,Regular,65,4.29,Afternoon,Premium,106,387.4755378090192,3.4285714285714284,4.416666666666667,5.9622302020827265,454.74,0,2,1,1,0.0,0.01,1,1,1.5,1.92,1.05,0.0,426.2230915899212,429.6641,3.4410014276569427,0.807324027147644
37,14,Rural,Gold,18,4.36,Evening,Economy,85,348.8532987245396,2.466666666666667,2.2972972972972974,5.857513920115696,370.6,1,0,0,0,0.1,0.0,1,1,1.5,1.5,1.05,0.1,383.73862859699364,378.63574,5.102886409493635,1.329781791359019
27,6,Rural,Regular,74,4.75,Afternoon,Premium,157,732.2985126943609,3.857142857142857,5.814814814814815,6.597552866861451,745.75,0,0,1,1,0.0,0.01,1,1,1.5,2.94,1.05,0.0,805.528363963797,797.42065,8.107709666922005,1.0065082782468466
23,11,Urban,Regular,11,4.86,Afternoon,Economy,133,343.6721333865543,1.9166666666666667,5.782608695652174,5.842593627163905,646.38,0,2,1,0,0.0,0.0,1,1,1.5,2.46,1.05,0.0,378.0393467252098,378.51248,0.4731349642433429,0.12515495234607324
42,8,Rural,Gold,12,4.79,Morning,Premium,166,599.7162532373392,4.666666666666667,3.9523809523809526,6.398122698652287,795.14,2,0,0,1,0.1,0.0,1,1,1.5,3.12,1.05,0.1,659.6878785610731,658.36084,1.3270387173231484,0.20116160391149168
74,39,Urban,Silver,11,3.65,Morning,Economy,173,484.75453888236336,1.85,2.3378378378378377,6.185703432284637,631.4499999999999,2,2,2,0,0.05,0.0,1,1,1.5,3.2600000000000002,1.05,0.05,533.2299927705998,539.8446,6.614611721587721,1.2404800576237252
68,30,Urban,Regular,28,4.69,Night,Premium,134,581.1514565564086,2.193548387096774,1.9705882352941178,6.366730648509283,628.46,3,2,1,1,0.0,0.0,1,1,1.5,2.48,1.05,0.0,639.2666022120495,629.847,9.41961734876827,1.4735037488543334
59,9,Suburban,Silver,30,4.83,Afternoon,Economy,140,603.3651642705413,5.9,2.3728813559322033,6.404178591858861,676.2,0,1,2,0,0.05,0.0,1,1,1.5,2.6,1.05,0.05,663.7016806975955,659.6271,4.0746055022830205,0.6139212270790596
89,75,Rural,Silver,76,4.39,Evening,Economy,110,369.8546414878244,1.1710526315789473,1.2359550561797752,5.915810183913398,482.9,1,0,2,0,0.05,0.01,1,1,1.5,2.0,1.05,0.05,406.84010563660684,405.46274,1.377367599497461,0.3385525616611008
81,35,Suburban,Regular,45,4.11,Night,Economy,174,708.8801421484817,2.25,2.1481481481481484,6.565096141909317,715.1400000000001,3,1,1,0,0.0,0.0,1,1,1.5,3.2800000000000002,1.05,0.0,779.7681563633299,788.242,8.473848031201328,1.0867137830713072
33,8,Suburban,Regular,74,4.52,Morning,Premium,56,205.83755050869485,3.6666666666666665,1.696969696969697,5.331933705012989,253.11999999999998,2,1,1,1,0.0,0.01,1,1,1.5,0.92,1.05,0.0,226.42130555956436,227.45015,1.028843976568453,0.45439362432162833
75,28,Urban,Gold,49,4.46,Night,Economy,163,684.5607033083106,2.586206896551724,2.1733333333333333,6.530237048412623,726.98,3,2,0,0,0.1,0.0,1,1,1.5,3.06,1.05,0.1,753.0167736391418,750.1801,2.8366588930480248,0.37670593701906024
87,48,Suburban,Silver,95,4.73,Morning,Economy,162,453.2541298779704,1.7755102040816326,1.8620689655172413,6.118656798876054,766.2600000000001,2,1,2,0,0.05,0.01,1,1,1.5,3.04,1.05,0.05,498.5795428657675,498.66837,0.08882261274811754,0.0178151338174802
56,37,Suburban,Silver,96,3.83,Afternoon,Premium,130,412.5848379812361,1.4736842105263157,2.3214285714285716,6.024862663869557,497.90000000000003,0,1,2,1,0.05,0.01,1,1,1.5,2.4,1.05,0.05,453.8433217793597,452.98013,0.8631887227190873,0.19019531219162344
75,32,Urban,Silver,20,3.69,Evening,Premium,96,440.4442377359072,2.272727272727273,1.28,6.0900517102233405,354.24,1,2,2,1,0.05,0.0,1,1,1.5,1.72,1.05,0.05,484.488661509498,478.44244,6.046217661841752,1.247958547265862
99,54,Rural,Silver,96,3.77,Afternoon,Premium,61,241.6407113776789,1.8,0.6161616161616161,5.491581795199631,229.97,0,0,2,1,0.05,0.01,1,1,1.5,1.02,1.05,0.05,265.80478251544685,265.51453,0.29025614825934554,0.10919899390541543
33,16,Rural,Regular,81,4.08,Afternoon,Premium,50,201.29253189374316,1.9411764705882353,1.5151515151515151,5.309714827494973,204.0,0,0,1,1,0.0,0.01,1,1,1.5,0.8,1.05,0.0,221.4217850831175,223.24673,1.8249495360231265,0.8241960181732233
41,28,Rural,Gold,89,4.47,Evening,Premium,45,220.05114029296504,1.4137931034482758,1.0975609756097562,5.398394078788534,201.14999999999998,1,0,0,1,0.1,0.01,1,1,1.5,0.7000000000000001,1.05,0.1,242.05625432226157,240.37762,1.678629810542816,0.6934874768027982
55,19,Suburban,Silver,74,3.51,Morning,Economy,173,702.9134159653358,2.75,3.1454545454545455,6.556655359908711,607.23,2,1,2,0,0.05,0.01,1,1,1.5,3.2600000000000002,1.05,0.05,773.2047575618695,774.16095,0.9561921451617081,0.12366609695688487
93,51,Rural,Silver,12,4.98,Morning,Premium,90,431.42166025583447,1.7884615384615385,0.967741935483871,6.069401177609035,448.20000000000005,2,0,2,1,0.05,0.0,1,1,1.5,1.6,1.05,0.05,474.56382628141796,475.87195,1.3081219607695402,0.27564721294071404
54,35,Urban,Silver,11,4.49,Afternoon,Premium,96,466.8626810645626,1.5,1.7777777777777777,6.148174836333882,431.04,0,2,2,1,0.05,0.0,1,1,1.5,1.72,1.05,0.05,513.5489491710189,513.22076,0.32818501086262586,0.06390530277442662
34,20,Urban,Gold,21,4.15,Morning,Premium,158,445.1263611668488,1.619047619047619,4.647058823529412,6.100602232894151,655.7,2,2,0,1,0.1,0.0,1,1,1.5,2.96,1.05,0.1,489.63899728353374,496.14236,6.503367218419385,1.3281963353612334
86,18,Suburban,Silver,61,4.3,Afternoon,Premium,126,441.6378571357946,4.526315789473684,1.4651162790697674,6.092751957478811,541.8,0,1,2,1,0.05,0.01,1,1,1.5,2.32,1.05,0.05,485.8016428493741,491.99042,6.188774631094645,1.2739303627702048
85,27,Suburban,Gold,8,4.11,Night,Premium,157,669.5210116683382,3.0357142857142856,1.8470588235294119,6.508055039543688,645.2700000000001,3,1,0,1,0.1,0.0,1,1,1.5,2.94,1.05,0.1,736.4731128351722,740.06396,3.5908520085778264,0.4875740805735951
74,5,Suburban,Regular,80,3.63,Night,Economy,134,354.3852115042604,12.333333333333334,1.8108108108108107,5.8732023040057815,486.41999999999996,3,1,1,0,0.0,0.01,1,1,1.5,2.48,1.05,0.0,389.82373265468647,386.93094,2.8927939339833415,0.7420774292738701
63,53,Rural,Gold,33,4.33,Afternoon,Economy,175,489.7125242986789,1.1666666666666667,2.7777777777777777,6.1958584661014635,757.75,0,0,0,0,0.1,0.0,1,1,1.5,3.3000000000000003,1.05,0.1,538.6837767285468,536.95355,1.7302244824530817,0.3211948377136621
55,13,Suburban,Silver,45,3.71,Morning,Premium,40,222.56858200356248,3.9285714285714284,0.7272727272727273,5.4097182215854485,148.4,2,1,2,1,0.05,0.0,1,1,1.5,0.6,1.05,0.05,244.82544020391876,235.53664,9.288803851379697,3.7940517307527
100,66,Suburban,Gold,27,3.53,Evening,Premium,106,412.2556067980849,1.492537313432836,1.06,6.024066304178568,374.18,1,1,0,1,0.1,0.0,1,1,1.5,1.92,1.05,0.1,453.48116747789345,447.05106,6.430111569690325,1.4179445654716816
51,27,Urban,Gold,86,3.82,Evening,Premium,152,472.21573527678265,1.8214285714285714,2.980392156862745,6.159551384460881,580.64,1,2,0,1,0.1,0.01,1,1,1.5,2.84,1.05,0.1,519.4373088044609,525.3007,5.86341141038281,1.1288005907542646
37,10,Urban,Silver,33,4.86,Afternoon,Economy,44,179.93988033973832,3.3636363636363638,1.1891891891891893,5.198164823271735,213.84,0,2,2,0,0.05,0.0,1,1,1.5,0.68,1.05,0.05,197.93386837371216,196.34975,1.584121669610596,0.8003287575927482
99,71,Suburban,Gold,3,4.63,Morning,Premium,100,308.9111533232364,1.375,1.0101010101010102,5.736285654217829,463.0,2,1,0,1,0.1,0.0,1,1,1.5,1.8,1.05,0.1,339.8022686555601,343.28998,3.4877093717836374,1.026393786475554
54,24,Rural,Silver,85,3.79,Evening,Economy,102,306.3142432341152,2.16,1.8888888888888888,5.727870817668952,386.58,1,0,2,0,0.05,0.01,1,1,1.5,1.84,1.05,0.05,336.94566755752675,338.34726,1.4015919639576282,0.41596972417469485
30,7,Rural,Gold,57,4.27,Morning,Premium,69,224.46487829301583,3.75,2.3,5.4181643964488195,294.63,2,0,0,1,0.1,0.01,1,1,1.5,1.18,1.05,0.1,246.91136612231745,247.18814,0.27677474682317893,0.11209477764019476
84,56,Urban,Silver,71,4.56,Evening,Premium,15,101.07378646994935,1.4736842105263157,0.17857142857142858,4.625695948523158,68.39999999999999,1,2,2,1,0.05,0.01,1,1,1.5,0.1,1.0,0.05,111.1811651169443,112.0187,0.8375345290517942,0.7533061271401911
49,14,Suburban,Silver,55,4.43,Morning,Premium,131,633.4966221375331,3.2666666666666666,2.673469387755102,6.452831963479961,580.3299999999999,2,1,2,1,0.05,0.01,1,1,1.5,2.42,1.05,0.05,696.8462843512865,691.5924,5.253877124723999,0.753950654930302
86,10,Urban,Silver,98,4.8,Morning,Economy,18,62.87509273644356,7.818181818181818,0.20930232558139536,4.156929500365376,86.39999999999999,2,2,2,0,0.05,0.01,1,1,1.5,0.16,1.0,0.05,69.16260201008792,69.86077,0.6981691691112957,1.0094605304315505
48,24,Rural,Gold,17,3.98,Afternoon,Economy,29,92.03104706108972,1.92,0.6041666666666666,4.532933276807849,115.42,0,0,0,0,0.1,0.0,1,1,1.5,0.38,1.0,0.1,101.2341517671987,100.97658,0.25757400840963385,0.25443390783967773
67,18,Urban,Silver,78,3.81,Morning,Premium,22,106.7358926414302,3.526315789473684,0.3283582089552239,4.679682793650532,83.82000000000001,2,2,2,1,0.05,0.01,1,1,1.5,0.24,1.0,0.05,117.40948190557323,114.167854,3.241627596491199,2.7609589480160412
100,16,Rural,Gold,96,3.65,Night,Premium,163,560.6703257140985,5.882352941176471,1.63,6.33091506872164,594.9499999999999,3,0,0,1,0.1,0.01,1,1,1.5,3.06,1.05,0.1,616.7373582855083,616.10596,0.6314012542583214,0.10237765651388102
79,7,Rural,Silver,31,4.82,Night,Economy,100,322.9000694955284,9.875,1.2658227848101267,5.780435040735854,482.0,3,0,2,0,0.05,0.0,1,1,1.5,1.8,1.05,0.05,355.1900764450813,349.67453,5.515546415784399,1.5528436129147323
99,9,Rural,Silver,33,4.98,Afternoon,Economy,110,292.33936093553586,9.9,1.1111111111111112,5.6813301672368945,547.8000000000001,0,0,2,0,0.05,0.0,1,1,1.5,2.0,1.05,0.05,321.5732970290895,325.24094,3.667639250207401,1.1405297902815688
34,24,Urban,Silver,3,4.41,Morning,Economy,97,242.75171700488076,1.36,2.8529411764705883,5.4961501539757345,427.77000000000004,2,2,2,0,0.05,0.0,1,1,1.5,1.74,1.05,0.05,267.02688870536883,273.8408,6.813901089553042,2.551765899902066
54,21,Urban,Silver,23,4.44,Evening,Premium,136,442.7796305981407,2.4545454545454546,2.5185185185185186,6.095328111739304,603.84,1,2,2,1,0.05,0.0,1,1,1.5,2.52,1.05,0.05,487.05759365795484,487.73743,0.6798330998576603,0.13957961208486683
77,43,Suburban,Regular,73,4.07,Afternoon,Premium,131,505.54671645728143,1.75,1.7012987012987013,6.227616553309654,533.1700000000001,0,1,1,1,0.0,0.01,1,1,1.5,2.42,1.05,0.0,556.1013881030096,556.79755,0.69615828370911,0.12518549649441926
80,21,Urban,Regular,85,4.21,Morning,Premium,146,474.9171617926677,3.6363636363636362,1.825,6.165243809239132,614.66,2,2,1,1,0.0,0.01,1,1,1.5,2.72,1.05,0.0,522.4088779719345,522.0295,0.3793979914657939,0.07262472126022643
74,54,Urban,Regular,16,4.35,Afternoon,Premium,147,617.434678434942,1.3454545454545455,1.9864864864864864,6.427191573377086,639.4499999999999,0,2,1,1,0.0,0.0,1,1,1.5,2.74,1.05,0.0,679.1781462784363,680.6098,1.4316559676574343,0.2107924077802279
57,38,Urban,Regular,31,3.97,Morning,Premium,64,294.8553699465021,1.4615384615384615,1.1228070175438596,5.689870719867229,254.08,2,2,1,1,0.0,0.0,1,1,1.5,1.08,1.05,0.0,324.34090694115235,321.98975,2.3511608474023546,0.7249041971227341
97,66,Urban,Silver,90,3.6,Evening,Premium,150,717.467322019467,1.4477611940298507,1.5463917525773196,6.57712022364898,540.0,1,2,2,1,0.05,0.01,1,1,1.5,2.8000000000000003,1.05,0.05,789.2140542214138,777.00385,12.21020900657004,1.5471352722698053
52,14,Suburban,Gold,97,4.83,Evening,Premium,66,266.9772170141728,3.466666666666667,1.2692307692307692,5.590901965756059,318.78000000000003,1,1,0,1,0.1,0.01,1,1,1.5,1.12,1.05,0.1,293.67493871559014,292.04947,1.6254697214495195,0.553492827327601
51,37,Rural,Regular,34,4.64,Afternoon,Economy,100,383.3711770715268,1.3421052631578947,1.9607843137254901,5.951608692681148,463.99999999999994,0,0,1,0,0.0,0.0,1,1,1.5,1.8,1.05,0.0,421.7082947786795,422.35547,0.6471739713205125,0.15346484272028882
87,52,Urban,Gold,15,3.57,Night,Economy,66,266.4336179135411,1.6415094339622642,0.7586206896551724,5.5888713782073784,235.61999999999998,3,2,0,0,0.1,0.0,1,1,1.5,1.12,1.05,0.1,293.0769797048953,288.5789,4.498091765442155,1.534781670662557
91,42,Suburban,Silver,76,4.96,Morning,Economy,86,336.39439243010713,2.116279069767442,0.945054945054945,5.821252550027422,426.56,2,1,2,0,0.05,0.01,1,1,1.5,1.52,1.05,0.05,370.0338316731179,370.56427,0.530438346413348,0.14334860788673207
85,34,Rural,Regular,66,4.59,Morning,Premium,163,764.8593556145701,2.4285714285714284,1.9176470588235295,6.640998544024158,748.17,2,0,1,1,0.0,0.01,1,1,1.5,3.06,1.05,0.0,841.3452911760271,821.082,20.263320961183354,2.4084429037285524
57,21,Rural,Silver,28,4.93,Night,Economy,141,588.6941797749441,2.590909090909091,2.473684210526316,6.379604063150976,695.13,3,0,2,0,0.05,0.0,1,1,1.5,2.62,1.05,0.05,647.5635977524386,647.36707,0.19653232275106802,0.03034950133596016
28,8,Urban,Regular,67,3.78,Afternoon,Premium,58,305.2426676647312,3.111111111111111,2.0714285714285716,5.724377819253069,219.23999999999998,0,2,1,1,0.0,0.01,1,1,1.5,0.96,1.05,0.0,335.76693443120433,326.6945,9.072445905813709,2.702006950500533
58,30,Urban,Regular,32,4.14,Night,Economy,75,256.37380365626416,1.8709677419354838,1.293103448275862,5.550529517085627,310.5,3,2,1,0,0.0,0.0,1,1,1.5,1.3,1.05,0.0,282.0111840218906,283.63824,1.6270606070156646,0.5769489648642329
31,9,Rural,Gold,18,4.42,Morning,Premium,114,461.0193485856391,3.1,3.6774193548387095,6.1356067702602894,503.88,2,0,0,1,0.1,0.0,1,1,1.5,2.08,1.05,0.1,507.121283444203,508.03323,0.9119501983751093,0.17982881573840478
27,11,Suburban,Gold,88,4.5,Evening,Premium,144,581.7472844259253,2.25,5.333333333333333,6.367753617975237,648.0,1,1,0,1,0.1,0.01,1,1,1.5,2.68,1.05,0.1,639.9220128685179,629.1284,10.793594899767868,1.6867047363137957
90,75,Urban,Gold,88,4.1,Afternoon,Economy,106,472.5465909334413,1.1842105263157894,1.1777777777777778,6.160250304688202,434.59999999999997,0,2,0,0,0.1,0.01,1,1,1.5,1.92,1.05,0.1,519.8012500267854,513.937,5.864238308035397,1.1281693354398845
54,8,Suburban,Regular,41,3.89,Morning,Economy,168,573.4835718398938,6.0,3.111111111111111,6.353471501301,653.52,2,1,1,0,0.0,0.0,1,1,1.5,3.16,1.05,0.0,630.8319290238832,628.19244,2.6394851762269127,0.4184133768103837
