Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,d_s_ratio,demand_class,supply_class,demand_metric,supply_metric,Cost_Efficiency_Vehicle,Cost_Efficiency_Location,Location_Demand_Supply,Location_Demand_Efficiency,Time_Efficiency,base_price_branch,predicted_price
52,36,Rural,Silver,1,4.52,Morning,Premium,36,152.6404792,1.44,low_demand,low_supply,1.3,3.272727272727273,4.403090746153846,2.3483150646153845,3.511265060240964,0.4101086005455762,4.2400133111111105,16.846606841507256,-574.0
91,64,Suburban,Regular,26,4.56,Morning,Premium,96,420.2245689,1.42,high_demand,high_supply,1.123456790123457,1.6842105263157894,6.926778608241758,4.617852405494506,3.130776397515528,0.4535616152999176,4.377339259375,148.12368305586367,-616.0
87,5,Urban,Silver,59,4.32,Night,Economy,42,151.3593007,17.4,high_demand,low_supply,1.0740740740740742,0.45454545454545453,1.7397620770114943,2.6096431155172413,3.0676878612716765,5.672024269374988,5.045310023333333,10.565831583596518,181.0
96,20,Suburban,Gold,88,3.6,Evening,Premium,71,242.2719657,4.8,high_demand,low_supply,1.1851851851851851,1.8181818181818181,3.7854994640625,2.5236663093750002,3.130776397515528,1.5331660235490174,4.43596556915493,34.41714712296864,-1060.0
83,59,Urban,Gold,8,4.85,Morning,Economy,31,119.0485544,1.41,high_demand,high_supply,1.0246913580246915,1.5526315789473684,1.4343199325301206,2.1514798987951806,3.0676878612716765,0.45962955286314555,3.840275948387097,3.551660003450591,-714.0
48,23,Rural,Gold,0,4.46,Afternoon,Economy,174,472.5695408,2.09,low_demand,low_supply,1.2,2.090909090909091,9.845198766666668,7.876159013333335,3.511265060240964,0.595227066069621,2.987508591264368,275.597550049419,274.0
65,19,Suburban,Silver,24,4.59,Evening,Economy,96,334.6493506,3.42,low_demand,low_supply,1.625,1.7272727272727273,5.148451547692307,5.148451547692307,3.130776397515528,1.092380791778675,4.5317099560416665,106.52296504795403,277.0
79,29,Suburban,Silver,0,4.86,Morning,Economy,127,406.0855257,2.72,low_demand,low_supply,1.975,2.6363636363636362,5.140323110126582,5.140323110126582,3.130776397515528,0.8687940800111099,3.197523824409449,90.91803287022944,174.0
100,22,Suburban,Silver,45,4.23,Night,Premium,141,551.3651376,4.55,high_demand,low_supply,1.2345679012345678,2.0,8.270477064000001,5.513651376,3.130776397515528,1.4533136264891726,5.4745474655319155,461.408734895938,-155.0
73,63,Suburban,Silver,25,4.19,Afternoon,Economy,129,534.0181946,1.16,low_demand,high_supply,1.825,1.6578947368421053,7.315317734246576,7.315317734246576,3.130776397515528,0.3705151223576792,4.553643519844962,327.5993042916602,758.0
79,67,Rural,Gold,56,4.01,Evening,Premium,151,501.2363001,1.18,low_demand,high_supply,1.975,1.763157894736842,9.517144938607595,5.075810633924051,3.511265060240964,0.33606121433595826,4.315279404834437,263.0419589371521,166.0
88,55,Rural,Regular,56,4.0,Night,Premium,26,159.6069186,1.6,high_demand,high_supply,1.0864197530864197,1.4473684210526316,2.7205724761363634,1.4509719872727274,3.511265060240964,0.455676222828418,8.594218693846154,13.631352272812522,-715.0
76,34,Suburban,Silver,10,4.92,Morning,Economy,103,359.801051,2.24,low_demand,low_supply,1.9,3.090909090909091,4.734224355263158,4.734224355263158,3.130776397515528,0.7154774776562082,3.4932140873786404,70.91641954034392,300.0
49,30,Suburban,Silver,80,3.74,Night,Economy,85,348.6695625,1.63,low_demand,low_supply,1.225,2.727272727272727,7.115705357142857,7.115705357142857,3.130776397515528,0.5206376288301872,5.742792794117647,255.23169026547856,915.0
100,64,Rural,Regular,7,4.89,Night,Premium,115,490.504076,1.56,high_demand,high_supply,1.2345679012345678,1.6842105263157894,7.3575611400000005,3.9240326080000005,3.511265060240964,0.44428431725770756,5.971353968695651,212.88419683490733,-439.0
87,26,Rural,Gold,63,4.2,Morning,Premium,118,485.6832395,3.35,high_demand,low_supply,1.0740740740740742,2.3636363636363638,8.373848956896552,4.466052777011495,3.511265060240964,0.9540720915470001,4.115959656779661,198.11214222655263,-437.0
22,5,Rural,Silver,93,4.85,Evening,Economy,99,424.9275102,4.4,low_demand,low_supply,0.55,0.45454545454545453,19.314886827272726,15.451909461818182,3.511265060240964,1.2531096127781496,5.579856194545454,2156.4923014463648,3449.0
21,11,Rural,Silver,23,3.76,Afternoon,Economy,12,40.44289065,1.91,low_demand,low_supply,0.525,1.0,1.9258519357142858,1.5406815485714287,3.511265060240964,0.5439634910014239,3.7072649762500003,1.1199357101960097,-1136.0
93,57,Suburban,Regular,34,4.89,Morning,Premium,80,258.4249153,1.63,high_demand,high_supply,1.1481481481481481,1.5,4.16814379516129,2.778762530107527,3.130776397515528,0.5206376288301872,3.23031144125,24.340775165623636,-1429.0
28,15,Rural,Gold,90,4.25,Night,Premium,177,511.929391,1.87,low_demand,low_supply,0.7,1.3636363636363635,27.424788803571428,14.626554028571428,3.511265060240964,0.5325715854307136,4.049159024858757,2093.2529331319183,4071.0
97,7,Urban,Silver,22,3.74,Afternoon,Premium,147,441.746701,13.86,high_demand,low_supply,1.1975308641975309,0.6363636363636364,6.831134551546391,6.831134551546391,3.0676878612716765,4.518060711122835,3.3055875585034014,228.42102658784373,-408.0
48,12,Urban,Silver,51,4.63,Night,Premium,32,175.5180543,4.0,low_demand,low_supply,1.2,1.0909090909090908,5.484939196875,5.484939196875,3.0676878612716765,1.3039136251436754,7.678914875624999,135.92323553569653,461.0
70,37,Urban,Silver,10,3.65,Night,Premium,168,658.5834277,1.89,low_demand,low_supply,1.75,3.3636363636363638,14.11250202214286,14.11250202214286,3.0676878612716765,0.6160991878803865,5.488195230833333,1812.215680828378,2103.0
78,12,Rural,Silver,99,4.3,Afternoon,Economy,95,299.2909931,6.5,low_demand,low_supply,1.95,1.0909090909090908,3.837064014102564,3.0696512112820513,3.511265060240964,1.851184655240448,3.4654746569473684,37.22889836806012,62.0
25,7,Rural,Regular,24,3.85,Evening,Premium,144,494.8027992,3.57,low_demand,low_supply,0.625,0.6363636363636364,29.688167952,15.833689574400001,3.511265060240964,1.0167275721859075,4.466969714999999,2753.268553562404,4982.0
24,9,Urban,Gold,6,4.05,Afternoon,Premium,69,223.519012,2.67,low_demand,low_supply,0.6,0.8181818181818182,13.96993825,13.96993825,3.0676878612716765,0.8703623447834032,3.5633465681159424,411.9072154989943,1509.0
92,37,Rural,Silver,7,4.92,Morning,Premium,103,434.5710508,2.49,high_demand,low_supply,1.1358024691358024,3.3636363636363638,7.085397567391304,3.778878702608696,3.511265060240964,0.7091461217767255,4.219136415533981,123.58706962365633,-515.0
43,33,Rural,Gold,16,4.01,Morning,Premium,159,630.4284013,1.3,low_demand,low_supply,1.075,3.0,21.99168841744186,11.728900489302326,3.511265060240964,0.37023693104808963,3.9649584987421385,1623.1243421486697,3098.0
96,23,Urban,Gold,8,4.23,Morning,Premium,90,445.1254111,4.17,high_demand,low_supply,1.1851851851851851,2.090909090909091,6.955084548437501,6.955084548437501,3.0676878612716765,1.3593299542122816,4.945837901111111,356.9895582213038,32.0
88,46,Rural,Gold,35,4.89,Afternoon,Premium,72,361.985521,1.91,high_demand,high_supply,1.0864197530864197,1.2105263157894737,6.170207744318182,3.2907774636363634,3.511265060240964,0.5439634910014239,5.530334348611111,102.32986197756321,-564.0
83,43,Suburban,Regular,20,3.59,Morning,Economy,63,267.2821971,1.93,high_demand,high_supply,1.0246913580246915,1.131578947368421,3.220267434939759,3.220267434939759,3.130776397515528,0.6164605053020007,4.2425745571428575,29.60362510129343,-681.0
50,29,Urban,Regular,2,4.81,Morning,Economy,143,518.954763,1.72,low_demand,low_supply,1.25,2.6363636363636362,10.37909526,15.56864289,3.0676878612716765,0.5606828588117804,3.6290542867132864,766.1163334721043,1321.0
97,75,Urban,Regular,15,4.94,Afternoon,Economy,163,575.4934492,1.29,high_demand,high_supply,1.1975308641975309,1.9736842105263157,5.93292215670103,8.899383235051545,3.0676878612716765,0.4205121441088353,3.883698123435583,297.0817055464035,-292.0
84,24,Suburban,Regular,39,4.08,Afternoon,Economy,86,349.4432162,3.5,high_demand,low_supply,1.037037037037037,2.1818181818181817,4.1600382880952385,4.1600382880952385,3.130776397515528,1.1179335588378252,4.469622532790698,71.62753596461424,-271.0
68,40,Suburban,Silver,58,4.64,Morning,Premium,68,279.2349662,1.7,low_demand,high_supply,1.7,1.0526315789473684,6.159594842647058,4.106396561764705,3.130776397515528,0.5429963000069437,4.106396561764705,73.01384536596031,-191.0
77,30,Urban,Regular,99,4.7,Evening,Premium,179,689.7483155,2.57,low_demand,low_supply,1.925,2.727272727272727,13.436655496753247,13.436655496753247,3.0676878612716765,0.8377645041548114,5.009345308100558,1653.0724093408019,1764.0
82,67,Urban,Regular,13,4.43,Afternoon,Economy,33,88.76294359,1.22,high_demand,high_supply,1.0123456790123457,1.763157894736842,1.0824749218292684,1.6237123827439026,3.0676878612716765,0.397693655668821,2.958764786333334,1.1620654340219725,-868.0
21,8,Suburban,Gold,37,3.71,Evening,Premium,171,621.7963495,2.62,low_demand,low_supply,0.525,0.7272727272727273,44.414024964285716,29.609349976190476,3.130776397515528,0.836853121187172,4.727106750584795,10243.077950479685,9181.0
75,24,Rural,Regular,44,3.79,Night,Premium,72,307.6219494,3.12,low_demand,low_supply,1.875,2.1818181818181817,6.152438988,3.2813007936,3.511265060240964,0.8885686345154151,5.981537905,98.43769425543877,320.0
61,9,Urban,Gold,74,3.98,Evening,Premium,32,172.4105313,6.78,low_demand,low_supply,1.525,0.8181818181818182,4.239603228688525,4.239603228688525,3.0676878612716765,2.21013359461853,7.0041778340625,72.76119153764469,306.0
90,13,Suburban,Regular,24,3.73,Afternoon,Economy,126,444.2453021,6.92,high_demand,low_supply,1.1111111111111112,1.1818181818181819,4.936058912222222,4.936058912222222,3.130776397515528,2.2103143506165,3.8783320024603176,127.9275937177663,-408.0
100,21,Suburban,Regular,20,3.52,Night,Premium,163,556.8967118,4.76,high_demand,low_supply,1.2345679012345678,1.9090909090909092,8.353450677000001,5.568967118000001,3.130776397515528,1.520389640019442,4.783161941840491,415.3925702307228,-444.0
93,31,Suburban,Gold,13,3.58,Afternoon,Premium,101,355.3245755,3.0,high_demand,low_supply,1.1481481481481481,2.8181818181818183,5.73104154032258,3.8206943602150534,3.130776397515528,0.9582287647181359,3.869871614356436,79.78762740998596,-749.0
92,14,Urban,Silver,57,3.73,Morning,Premium,133,474.9977391,6.57,high_demand,low_supply,1.1358024691358024,1.2727272727272727,7.744528354891305,7.744528354891305,3.0676878612716765,2.1416781292984868,3.571411572180451,341.0749404726422,-372.0
61,12,Rural,Gold,59,4.72,Afternoon,Premium,178,581.9712306,5.08,low_demand,low_supply,1.525,1.0909090909090908,14.31076796557377,7.632409581639344,3.511265060240964,1.446772007480227,3.59645142505618,766.3527901372023,1039.0
53,12,Suburban,Gold,79,3.6,Night,Premium,154,663.4393972,4.42,low_demand,low_supply,1.325,1.0909090909090908,18.77658671320755,12.517724475471699,3.130776397515528,1.4117903800180536,6.0312672472727265,3152.682858627413,2844.0
55,21,Urban,Regular,20,3.56,Night,Premium,134,519.4694924,2.62,low_demand,low_supply,1.375,1.9090909090909092,14.167349792727274,14.167349792727274,3.0676878612716765,0.8540634244691074,5.427293204179104,1499.5413968029593,1967.0
57,45,Rural,Gold,78,4.43,Afternoon,Premium,112,397.6919501,1.27,low_demand,high_supply,1.425,1.1842105263157894,10.465577634210526,5.581641404912281,3.511265060240964,0.36169300187005676,3.905903081339286,228.43092468119306,323.0
34,8,Suburban,Silver,51,4.09,Afternoon,Premium,130,388.1122299,4.25,low_demand,low_supply,0.85,0.7272727272727273,17.122598377941177,11.415065585294117,3.130776397515528,1.3574907500173592,3.2840265606923076,835.10385785668,1779.0
50,11,Suburban,Silver,19,4.87,Morning,Economy,144,591.100076,4.55,low_demand,low_supply,1.25,1.0,11.822001519999999,11.822001519999999,3.130776397515528,1.4533136264891726,4.104861638888888,1033.4210284730677,1414.0
35,22,Rural,Silver,82,3.79,Afternoon,Economy,174,586.7988633,1.59,low_demand,low_supply,0.875,2.0,16.76568180857143,13.412545446857145,3.511265060240964,0.4528282464357404,3.7096479863793106,1232.298415849319,2122.0
43,14,Suburban,Regular,1,3.53,Night,Premium,134,648.9097429,3.07,low_demand,low_supply,1.075,1.2727272727272727,22.63638638023256,15.090924253488371,3.130776397515528,0.9805874358948924,6.7796540302985075,3982.471336130759,4029.0
50,25,Suburban,Silver,19,4.32,Night,Economy,176,746.3391325,2.0,low_demand,low_supply,1.25,2.272727272727273,14.92678265,14.92678265,3.130776397515528,0.6388191764787573,5.936788553977272,2485.3165524002584,2399.0
55,19,Urban,Regular,64,4.34,Morning,Premium,129,555.0976878,2.89,low_demand,low_supply,1.375,1.7272727272727273,15.13902784909091,15.13902784909091,3.0676878612716765,0.9420775941663055,4.303082851162791,1450.7179887931677,2084.0
93,67,Urban,Silver,21,4.88,Night,Premium,87,417.9131413,1.39,high_demand,high_supply,1.1481481481481481,1.763157894736842,6.740534537096774,6.740534537096774,3.0676878612716765,0.45310998473742714,6.7250390554022985,321.46301571190986,89.0
94,69,Urban,Silver,86,4.12,Morning,Premium,18,97.80093622,1.36,high_demand,high_supply,1.1604938271604939,1.8157894736842106,1.5606532375531916,1.5606532375531916,3.0676878612716765,0.44333063254884963,5.433385345555555,3.2582758838337273,-1026.0
70,60,Urban,Regular,57,4.05,Afternoon,Premium,43,193.089112,1.17,low_demand,high_supply,1.75,1.5789473684210527,4.137623828571429,4.137623828571429,3.0676878612716765,0.381394735354525,4.939488911627907,41.10581924537831,-13.0
36,25,Suburban,Regular,61,3.64,Night,Economy,132,492.4640116,1.44,low_demand,low_supply,0.9,2.272727272727273,13.679555877777778,13.679555877777778,3.130776397515528,0.45994980706470523,5.223103153333333,1211.7376342920986,2023.0
37,9,Suburban,Silver,73,4.8,Morning,Economy,124,408.8156288,4.11,low_demand,low_supply,0.925,0.8181818181818182,11.04907104864865,11.04907104864865,3.130776397515528,1.3127734076638462,3.2969002322580647,501.4418330357558,939.0
68,46,Urban,Gold,8,4.21,Afternoon,Economy,116,364.1617948,1.48,low_demand,high_supply,1.7,1.2105263157894737,5.355320511764706,8.032980767647059,3.0676878612716765,0.4824480413031599,3.4532583989655175,136.1906060126301,254.0
77,15,Suburban,Regular,47,4.47,Morning,Economy,66,228.6434979,5.13,low_demand,low_supply,1.925,1.3636363636363635,2.9693960766233767,2.9693960766233767,3.130776397515528,1.6385711876680122,3.4642954227272726,21.28363344938148,56.0
27,12,Suburban,Silver,64,4.7,Evening,Economy,149,667.946428,2.25,low_demand,low_supply,0.675,1.0909090909090908,24.73875659259259,24.73875659259259,3.130776397515528,0.7186715735386019,5.827720512751678,5997.324966622224,4918.0
90,56,Suburban,Silver,61,4.38,Night,Premium,91,410.342709,1.61,high_demand,high_supply,1.1111111111111112,1.4736842105263157,6.83904515,4.559363433333333,3.130776397515528,0.5142494370653996,6.3129647538461535,203.34863803839372,-299.0
46,23,Suburban,Regular,19,4.92,Afternoon,Economy,169,710.4192642,2.0,low_demand,low_supply,1.15,2.090909090909091,15.443897047826088,15.443897047826088,3.130776397515528,0.6388191764787573,4.6240307137278105,1972.47149075653,2362.0
96,80,Urban,Regular,47,3.77,Morning,Economy,70,177.2030658,1.2,high_demand,high_supply,1.1851851851851851,2.1052631578947367,1.84586526875,2.768797903125,3.0676878612716765,0.3911740875431026,2.5314723685714284,5.771612666981483,-945.0
80,6,Rural,Silver,43,4.81,Night,Economy,24,74.32837978,13.33,low_demand,low_supply,2.0,0.5454545454545454,0.92910474725,0.7432837978000001,3.511265060240964,3.796352531439257,4.335822153833333,0.6782365746493436,310.0
80,31,Suburban,Silver,91,4.61,Evening,Premium,127,392.3027601,2.58,low_demand,low_supply,2.0,2.8181818181818183,7.3556767518749995,4.90378450125,3.130776397515528,0.8240767376575969,4.015697544330709,150.58241754624973,104.0
64,25,Suburban,Silver,85,4.46,Afternoon,Premium,37,168.6101943,2.56,low_demand,low_supply,1.6,2.272727272727273,3.9518014289062497,2.6345342859375,3.130776397515528,0.8176885458928093,5.012735506216216,23.31822463637421,-205.0
57,42,Rural,Silver,36,3.59,Afternoon,Premium,167,587.2581373,1.36,low_demand,high_supply,1.425,1.105263157894737,15.454161507894739,8.242219470877194,3.511265060240964,0.3873247894041553,3.8681673714371265,728.4259704226839,1234.0
52,7,Rural,Silver,57,4.82,Night,Economy,180,563.9803273,7.43,low_demand,low_supply,1.3,0.6363636363636364,10.845775525,8.67662042,3.511265060240964,2.116046459759466,4.386513656777778,709.4640369253267,856.0
69,56,Urban,Regular,73,4.02,Night,Premium,116,352.3474983,1.23,low_demand,high_supply,1.725,1.4736842105263157,7.659728223913043,7.659728223913043,3.0676878612716765,0.4009534397316802,4.252469807068965,221.3098031038441,180.0
67,54,Suburban,Regular,53,3.67,Morning,Economy,110,415.3075369,1.24,low_demand,high_supply,1.675,1.4210526315789473,6.198619953731344,6.198619953731344,3.130776397515528,0.3960678894168295,3.775523062727273,151.6695713985903,251.0
25,7,Rural,Silver,13,4.07,Afternoon,Premium,60,204.2158433,3.57,low_demand,low_supply,0.625,0.6363636363636364,12.252950598,6.5349069856,3.511265060240964,1.0167275721859075,3.7439571271666665,162.23265892079615,697.0
80,35,Rural,Regular,29,4.49,Night,Economy,79,319.6520701,2.29,low_demand,low_supply,2.0,3.1818181818181817,3.99565087625,3.1965207010000003,3.511265060240964,0.6521865939231732,5.6647202296202535,58.22138629562195,631.0
73,6,Suburban,Silver,5,4.03,Night,Premium,71,362.0533307,12.17,low_demand,low_supply,1.825,0.5454545454545454,7.439452000684931,4.959634667123288,3.130776397515528,3.8872146888732377,7.13907976028169,319.6935203273218,1201.0
24,6,Urban,Regular,65,4.29,Afternoon,Premium,106,387.4755378,4.0,low_demand,low_supply,0.6,0.5454545454545454,24.2172211125,24.2172211125,3.0676878612716765,1.3039136251436754,4.020972562075472,3063.03834176824,4340.0
37,14,Rural,Gold,18,4.36,Evening,Economy,85,348.8532987,2.64,low_demand,low_supply,0.925,1.2727272727272727,9.428467532432432,7.5427740259459455,3.511265060240964,0.7518657676668897,5.335403391882354,333.2297756397919,937.0
27,6,Rural,Regular,74,4.75,Afternoon,Premium,157,732.2985127,4.5,low_demand,low_supply,0.675,0.5454545454545454,40.68325070555555,21.69773370962963,3.511265060240964,1.2815893767049256,5.130753910636943,11118.028385216028,8341.0
23,11,Urban,Regular,11,4.86,Afternoon,Economy,133,343.6721334,2.09,low_demand,low_supply,0.575,1.0,14.942266669565218,22.413400004347828,3.0676878612716765,0.6812948691375703,2.842401103308271,823.5982328952443,2051.0
42,8,Rural,Gold,12,4.79,Morning,Premium,166,599.7162532,5.25,low_demand,low_supply,1.05,0.7272727272727273,21.418437614285715,11.423166727619048,3.511265060240964,1.4951876061557465,3.612748513253012,1776.9952747933514,2702.0
74,39,Urban,Silver,11,3.65,Morning,Economy,173,484.7545389,1.9,low_demand,high_supply,1.85,1.0263157894736843,6.550737012162162,9.826105518243242,3.0676878612716765,0.6193589719432457,2.8020493578034684,220.1054279617163,16.0
68,30,Urban,Regular,28,4.69,Night,Premium,134,581.1514566,2.27,low_demand,low_supply,1.7,2.727272727272727,12.819517425,12.819517425,3.0676878612716765,0.7399709822690358,6.071731636119402,1459.8450180406865,2018.0
59,9,Suburban,Silver,30,4.83,Afternoon,Economy,140,603.3651643,6.56,low_demand,low_supply,1.475,0.8181818181818182,10.226528208474575,10.226528208474575,3.130776397515528,2.0953268988503235,4.740726290928571,911.627231840098,1419.0
89,75,Rural,Silver,76,4.39,Evening,Economy,110,369.8546415,1.19,high_demand,high_supply,1.0987654320987654,1.9736842105263157,4.155670129213483,3.3245361033707868,3.511265060240964,0.33890919072863585,4.371009399545454,56.227196929223204,-849.0
81,35,Suburban,Regular,45,4.11,Night,Economy,174,708.8801421,2.31,low_demand,low_supply,2.025,3.1818181818181817,8.751606692592592,8.751606692592592,3.130776397515528,0.7378361488329647,5.703633327241379,779.5814408560434,1311.0
33,8,Suburban,Regular,74,4.52,Morning,Premium,56,205.8375505,4.12,low_demand,low_supply,0.825,0.7272727272727273,9.356252295454546,6.23750153030303,3.130776397515528,1.31596750354624,3.675670544642857,148.0137944348296,143.0
75,28,Urban,Gold,49,4.46,Night,Economy,163,684.5607033,2.68,low_demand,low_supply,1.875,2.5454545454545454,9.127476044,13.691214066,3.0676878612716765,0.8736221288462626,5.879662482331288,1332.891868117924,1670.0
87,48,Suburban,Silver,95,4.73,Morning,Economy,162,453.2541299,1.81,high_demand,high_supply,1.0740740740740742,1.263157894736842,5.209817585057471,5.209817585057471,3.130776397515528,0.5781313547132754,2.7978649993827163,86.65129535664487,-1193.0
56,37,Suburban,Silver,96,3.83,Afternoon,Premium,130,412.584838,1.51,low_demand,low_supply,1.4,3.3636363636363638,11.051379589285714,7.367586392857143,3.130776397515528,0.4823084782414617,3.4911024753846154,295.2426493873785,697.0
75,32,Urban,Silver,20,3.69,Evening,Premium,96,440.4442377,2.34,low_demand,low_supply,1.875,2.909090909090909,8.808884754,8.808884754,3.0676878612716765,0.76278947070905,5.9643490521875,513.1653687795509,1276.0
99,54,Rural,Silver,96,3.77,Afternoon,Premium,61,241.6407114,1.83,high_demand,high_supply,1.2222222222222223,1.4210526315789473,3.6612229000000003,1.9526522133333335,3.511265060240964,0.5211796798600031,4.35745545147541,18.950279901328365,-1218.0
33,16,Rural,Regular,81,4.08,Afternoon,Premium,50,201.2925319,2.06,low_demand,low_supply,0.825,1.4545454545454546,9.14966054090909,4.879818955151515,3.511265060240964,0.5866831368915881,4.4284357018,100.19549536188343,182.0
41,28,Rural,Gold,89,4.47,Evening,Premium,45,220.0511403,1.46,low_demand,low_supply,1.025,2.5454545454545454,8.050651474390243,4.293680786341463,3.511265060240964,0.4158045533309314,6.357032941999999,121.73076862676069,368.0
55,19,Suburban,Silver,74,3.51,Morning,Economy,173,702.913416,2.89,low_demand,low_supply,1.375,1.7272727272727273,12.780243927272727,12.780243927272727,3.130776397515528,0.9230937100118043,4.063083329479769,1236.1573113937206,1536.0
93,51,Rural,Silver,12,4.98,Morning,Premium,90,431.4216603,1.82,high_demand,high_supply,1.1481481481481481,1.3421052631578947,6.9584138758064515,3.7111540670967744,3.511265060240964,0.5183317034673255,4.793574003333333,134.4442158186926,-639.0
54,35,Urban,Silver,11,4.49,Afternoon,Premium,96,466.8626811,1.54,low_demand,low_supply,1.35,3.1818181818181817,12.968407808333332,12.968407808333332,3.0676878612716765,0.502006745680315,5.3494682209375,1057.3885154785173,2091.0
34,20,Urban,Gold,21,4.15,Morning,Premium,158,445.1263612,1.7,low_demand,low_supply,0.85,1.8181818181818181,19.6379277,19.6379277,3.0676878612716765,0.5541632906860621,2.8172554506329117,1217.4814575728485,2460.0
86,18,Suburban,Silver,61,4.3,Afternoon,Premium,126,441.6378571,4.78,high_demand,low_supply,1.0617283950617284,1.6363636363636365,7.702985879651163,5.135323919767442,3.130776397515528,1.52677783178423,3.855568593730159,225.79280149681966,-554.0
85,27,Suburban,Gold,8,4.11,Night,Premium,157,669.5210117,3.15,high_demand,low_supply,1.0493827160493827,2.4545454545454546,11.815076677058824,7.876717784705883,3.130776397515528,1.0061402029540427,5.970251059745223,985.7721163141064,639.0
74,5,Suburban,Regular,80,3.63,Night,Economy,134,354.3852115,14.8,low_demand,low_supply,1.85,0.45454545454545453,4.788989344594595,4.788989344594595,3.130776397515528,4.727261905942804,3.702532060447761,91.70603026484156,332.0
63,53,Rural,Gold,33,4.33,Afternoon,Economy,175,489.7125243,1.19,low_demand,high_supply,1.575,1.394736842105263,7.773214671428571,6.218571737142857,3.511265060240964,0.33890919072863585,3.078193009885714,183.4382373514154,-162.0
55,13,Suburban,Silver,45,3.71,Morning,Premium,40,222.568582,4.23,low_demand,low_supply,1.375,1.1818181818181819,6.070052236363637,4.046701490909091,3.130776397515528,1.3511025582525718,5.56421455,101.97406781955362,128.0
100,66,Suburban,Gold,27,3.53,Evening,Premium,106,412.2556068,1.52,high_demand,high_supply,1.2345679012345678,1.736842105263158,6.183834102,4.122556068,3.130776397515528,0.4855025741238555,5.055964989056604,133.76932299585798,-736.0
51,27,Urban,Gold,86,3.82,Evening,Premium,152,472.2157353,1.89,low_demand,low_supply,1.275,2.4545454545454546,13.888698097058825,13.888698097058825,3.0676878612716765,0.6160991878803865,4.038687209802632,926.1157036761088,1404.0
37,10,Urban,Silver,33,4.86,Afternoon,Economy,44,179.9398803,3.7,low_demand,low_supply,0.925,0.9090909090909091,4.863240008108108,7.294860012162163,3.0676878612716765,1.2061201032578999,4.4984970075,87.51313925967224,360.0
99,71,Suburban,Gold,3,4.63,Morning,Premium,100,308.9111533,1.39,high_demand,high_supply,1.2222222222222223,1.868421052631579,4.68047201969697,3.12031467979798,3.130776397515528,0.4439793276527363,3.089111533,35.08461577878588,-1394.0
54,24,Rural,Silver,85,3.79,Evening,Economy,102,306.3142432,2.25,low_demand,low_supply,1.35,2.1818181818181817,5.672485985185186,4.537988788148149,3.511265060240964,0.6407946883524628,3.9040050603921572,77.49539796946569,-89.0
30,7,Rural,Gold,57,4.27,Morning,Premium,69,224.4648783,4.29,low_demand,low_supply,0.75,0.6363636363636364,11.223243915000001,5.985730088,3.511265060240964,1.2217818724586957,3.2531141782608697,164.44158509639553,295.0
84,56,Urban,Silver,71,4.56,Evening,Premium,15,101.0737865,1.5,high_demand,high_supply,1.037037037037037,1.4736842105263157,1.804889044642857,1.804889044642857,3.0676878612716765,0.4889676094288783,8.759728163333333,7.260920507679283,-601.0
49,14,Suburban,Silver,55,4.43,Morning,Premium,131,633.4966221,3.5,low_demand,low_supply,1.225,1.2727272727272727,19.3927537377551,12.928502491836735,3.130776397515528,1.1179335588378252,4.835852077099236,2035.3678558579409,2921.0
86,10,Urban,Silver,98,4.8,Morning,Economy,18,62.87509274,8.6,high_demand,low_supply,1.0617283950617284,0.9090909090909091,0.7311057295348837,1.0966585943023257,3.0676878612716765,2.8034142940589017,3.4930607077777776,0.5366265310265776,-557.0
48,24,Rural,Gold,17,3.98,Afternoon,Economy,29,92.03104706,2.0,low_demand,low_supply,1.2,2.1818181818181817,1.9173134804166667,1.5338507843333336,3.511265060240964,0.5695952785355225,3.490832819517242,2.378489023178839,-602.0
67,18,Urban,Silver,78,3.81,Morning,Premium,22,106.7358926,3.72,low_demand,low_supply,1.675,1.6363636363636365,2.3896095358208953,2.3896095358208953,3.0676878612716765,1.212639671383618,4.851631481818182,9.912440576587572,-369.0
100,16,Rural,Gold,96,3.65,Night,Premium,163,560.6703257,6.25,high_demand,low_supply,1.2345679012345678,1.4545454545454546,8.410054885500001,4.485362605600001,3.511265060240964,1.7799852454235077,4.815573349570553,341.4132573688525,-536.0
79,7,Rural,Silver,31,4.82,Night,Economy,100,322.9000695,11.29,low_demand,low_supply,1.975,0.6363636363636364,4.087342651898734,3.269874121518987,3.511265060240964,3.215365347333024,4.520600973,59.45277474705641,420.0
99,9,Rural,Silver,33,4.98,Afternoon,Economy,110,292.3393609,11.0,high_demand,low_supply,1.2222222222222223,0.8181818181818182,2.952922837373737,2.3623382698989897,3.511265060240964,3.1327740319453734,2.923393609,18.167890558694918,-836.0
34,24,Urban,Silver,3,4.41,Morning,Economy,97,242.751717,1.42,low_demand,low_supply,0.85,2.1818181818181817,7.1397563823529415,10.709634573529412,3.0676878612716765,0.46288933692600476,2.502595020618557,116.94251554841912,179.0
54,21,Urban,Silver,23,4.44,Evening,Premium,136,442.7796306,2.57,low_demand,low_supply,1.35,1.9090909090909092,12.299434183333336,12.299434183333336,3.0676878612716765,0.8377645041548114,4.23245235132353,751.2558571917156,1131.0
