Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,d_s_ratio,demand_class,supply_class,demand_metric,supply_metric,adjusted_price,predicted_price_model1
22,5,Urban,Gold,39,4.92,Evening,Economy,56,199.0416803,4.4,low_demand,low_supply,0.55,0.45454545454545453,199.0416803,212.0635571762478
60,19,Urban,Silver,37,4.22,Evening,Economy,68,232.2834549,3.16,low_demand,low_supply,1.5,1.7272727272727273,232.2834549,259.5672809088522
94,42,Rural,Regular,0,4.23,Morning,Premium,36,185.3118381,2.24,high_demand,high_supply,1.1604938271604939,1.105263157894737,185.3118381,142.60519356516636
43,6,Suburban,Silver,34,4.4,Morning,Premium,24,153.7614397,7.17,low_demand,low_supply,1.075,0.5454545454545454,153.7614397,95.08204997510423
97,18,Suburban,Regular,53,4.25,Night,Premium,26,126.4771353,5.39,high_demand,low_supply,1.1975308641975309,1.6363636363636365,151.77256236,112.2115542084021
47,17,Rural,Silver,7,4.8,Morning,Economy,173,609.5038276,2.76,low_demand,low_supply,1.175,1.5454545454545454,609.5038276,632.8740601797965
39,28,Urban,Silver,72,3.76,Afternoon,Premium,87,287.1624376,1.39,low_demand,low_supply,0.975,2.5454545454545454,287.1624376,339.65828794639975
50,39,Suburban,Regular,94,3.81,Evening,Premium,139,406.3248065,1.28,low_demand,high_supply,1.25,1.0263157894736843,406.3248065,506.38556161287505
35,17,Urban,Regular,78,4.4,Evening,Premium,61,249.0371127,2.06,low_demand,low_supply,0.875,1.5454545454545454,249.0371127,238.13598563519562
28,8,Suburban,Regular,69,3.86,Evening,Premium,175,620.9016916,3.5,low_demand,low_supply,0.7,0.7272727272727273,620.9016916,635.6536025951959
51,32,Rural,Regular,98,4.44,Morning,Premium,51,267.0607017,1.59,low_demand,low_supply,1.275,2.909090909090909,267.0607017,213.14167228580516
54,12,Suburban,Silver,84,4.98,Evening,Premium,172,715.7547931,4.5,low_demand,low_supply,1.35,1.0909090909090908,715.7547931,623.2500402642995
65,10,Urban,Regular,77,4.36,Afternoon,Economy,170,430.3854879,6.5,low_demand,low_supply,1.625,0.9090909090909091,430.3854879,612.0063563257091
61,26,Rural,Gold,21,3.85,Morning,Premium,126,604.273047,2.35,low_demand,low_supply,1.525,2.3636363636363638,604.273047,471.5318336945734
46,9,Suburban,Silver,67,4.22,Evening,Premium,47,243.5250632,5.11,low_demand,low_supply,1.15,0.8181818181818182,243.5250632,178.79781954849403
73,50,Urban,Regular,7,4.22,Night,Economy,45,176.2144067,1.46,low_demand,high_supply,1.825,1.3157894736842106,176.2144067,171.09016309924337
86,49,Urban,Regular,99,3.51,Night,Economy,130,471.4796321,1.76,high_demand,high_supply,1.0617283950617284,1.2894736842105263,471.4796321,478.71088172626287
75,7,Suburban,Gold,100,4.13,Morning,Economy,134,453.3769494,10.71,low_demand,low_supply,1.875,0.6363636363636364,453.3769494,479.4555000805808
39,29,Suburban,Silver,12,4.24,Evening,Economy,97,251.1073065,1.34,low_demand,low_supply,0.975,2.6363636363636362,251.1073065,376.0493005251329
33,6,Rural,Gold,90,4.81,Night,Premium,139,521.8019208,5.5,low_demand,low_supply,0.825,0.5454545454545454,521.8019208,505.0728616579371
40,29,Suburban,Silver,6,4.94,Night,Premium,71,346.4926515,1.38,low_demand,low_supply,1.0,2.6363636363636362,346.4926515,283.62005054013764
54,35,Suburban,Silver,66,4.4,Night,Economy,77,234.0714535,1.54,low_demand,low_supply,1.35,3.1818181818181817,234.0714535,307.49816644196295
53,26,Urban,Gold,54,4.6,Night,Premium,52,184.0244513,2.04,low_demand,low_supply,1.325,2.3636363636363638,184.0244513,210.73772279434345
81,34,Urban,Silver,98,3.55,Afternoon,Premium,164,554.8869659,2.38,low_demand,low_supply,2.025,3.090909090909091,554.8869659,609.4970514789015
45,20,Urban,Regular,80,4.73,Morning,Economy,63,192.6197724,2.25,low_demand,low_supply,1.125,1.8181818181818181,192.6197724,245.89922458883447
20,9,Urban,Silver,77,3.91,Evening,Economy,89,227.7965248,2.22,low_demand,low_supply,0.5,0.8181818181818182,227.7965248,333.2185240000672
47,22,Rural,Silver,11,4.8,Afternoon,Premium,119,416.601649,2.14,low_demand,low_supply,1.175,2.0,416.601649,445.9506708708384
33,18,Urban,Gold,90,3.61,Evening,Premium,146,671.7128294,1.83,low_demand,low_supply,0.825,1.6363636363636365,671.7128294,540.9643866518074
78,57,Rural,Silver,5,4.82,Morning,Premium,127,552.6397714,1.37,low_demand,high_supply,1.95,1.5,552.6397714,462.7565729614164
26,12,Rural,Silver,9,3.75,Afternoon,Economy,115,321.3724051,2.17,low_demand,low_supply,0.65,1.0909090909090908,321.3724051,426.9461073532072
62,21,Rural,Regular,61,4.57,Night,Economy,56,215.4338699,2.95,low_demand,low_supply,1.55,1.9090909090909092,215.4338699,218.428969981448
84,59,Suburban,Silver,67,4.27,Morning,Premium,164,758.9961232,1.42,high_demand,high_supply,1.037037037037037,1.5526315789473684,758.9961232,602.1815557334019
49,8,Urban,Regular,1,4.06,Afternoon,Premium,157,694.4247149,6.12,low_demand,low_supply,1.225,0.7272727272727273,694.4247149,567.4068794774632
34,22,Suburban,Gold,34,3.64,Morning,Economy,176,617.3632185,1.55,low_demand,low_supply,0.85,2.0,617.3632185,650.8497180898411
49,30,Rural,Silver,86,3.62,Afternoon,Premium,69,328.635369,1.63,low_demand,low_supply,1.225,2.727272727272727,328.635369,275.56143237874534
83,50,Rural,Regular,7,3.66,Evening,Premium,100,376.3000601,1.66,high_demand,high_supply,1.0246913580246915,1.3157894736842106,376.3000601,372.88108379248064
88,5,Urban,Silver,89,3.59,Night,Economy,27,70.20380337,17.6,high_demand,low_supply,1.0864197530864197,0.45454545454545453,84.244564044,104.7050838405811
90,71,Suburban,Gold,88,3.84,Morning,Economy,167,451.684865,1.27,high_demand,high_supply,1.1111111111111112,1.868421052631579,451.684865,615.4036297381289
65,5,Rural,Silver,24,3.54,Night,Economy,119,301.4039268,13.0,low_demand,low_supply,1.625,0.45454545454545453,301.4039268,426.5043852377871
73,28,Urban,Silver,22,4.57,Afternoon,Economy,53,153.3960711,2.61,low_demand,low_supply,1.825,2.5454545454545454,153.3960711,211.93575357416037
85,62,Suburban,Silver,54,3.78,Morning,Economy,114,339.6623042,1.37,high_demand,high_supply,1.0493827160493827,1.631578947368421,339.6623042,425.53324558210113
65,27,Rural,Gold,62,3.54,Night,Premium,162,733.4425367,2.41,low_demand,low_supply,1.625,2.4545454545454546,733.4425367,599.3039115866055
74,42,Urban,Gold,88,3.5,Evening,Economy,77,203.836381,1.76,low_demand,high_supply,1.85,1.105263157894737,203.836381,282.2465911183793
41,7,Rural,Gold,68,4.3,Evening,Premium,66,284.5088586,5.86,low_demand,low_supply,1.025,0.6363636363636364,284.5088586,245.39339863870802
79,23,Urban,Gold,88,3.88,Night,Economy,164,492.1134584,3.43,low_demand,low_supply,1.975,2.090909090909091,492.1134584,599.7750883496749
53,7,Urban,Silver,64,4.55,Night,Premium,10,86.19117981,7.57,low_demand,low_supply,1.325,0.6363636363636364,86.19117981,44.25089654830067
35,14,Urban,Silver,74,5.0,Night,Premium,175,727.8809448,2.5,low_demand,low_supply,0.875,1.2727272727272727,727.8809448,639.7177278718601
53,40,Rural,Gold,79,3.66,Evening,Premium,30,158.6526416,1.32,low_demand,high_supply,1.325,1.0526315789473684,158.6526416,119.41053229379271
36,23,Urban,Silver,42,4.66,Morning,Economy,14,44.52503661,1.57,low_demand,low_supply,0.9,2.090909090909091,44.52503661,76.75324738786345
38,25,Urban,Regular,2,4.24,Morning,Premium,128,452.4258269,1.52,low_demand,low_supply,0.95,2.272727272727273,452.4258269,482.52536893671544
52,36,Rural,Silver,1,4.52,Morning,Premium,36,152.6404792,1.44,low_demand,low_supply,1.3,3.272727272727273,152.6404792,163.41613498231865
91,64,Suburban,Regular,26,4.56,Morning,Premium,96,420.2245689,1.42,high_demand,high_supply,1.123456790123457,1.6842105263157894,420.2245689,361.601500929056
87,5,Urban,Silver,59,4.32,Night,Economy,42,151.3593007,17.4,high_demand,low_supply,1.0740740740740742,0.45454545454545453,181.63116084,158.0122311664405
96,20,Suburban,Gold,88,3.6,Evening,Premium,71,242.2719657,4.8,high_demand,low_supply,1.1851851851851851,1.8181818181818181,290.72635884,273.7698086342879
83,59,Urban,Gold,8,4.85,Morning,Economy,31,119.0485544,1.41,high_demand,high_supply,1.0246913580246915,1.5526315789473684,119.0485544,130.54629030937303
48,23,Rural,Gold,0,4.46,Afternoon,Economy,174,472.5695408,2.09,low_demand,low_supply,1.2,2.090909090909091,472.5695408,641.7429152567524
65,19,Suburban,Silver,24,4.59,Evening,Economy,96,334.6493506,3.42,low_demand,low_supply,1.625,1.7272727272727273,334.6493506,357.8325256763238
79,29,Suburban,Silver,0,4.86,Morning,Economy,127,406.0855257,2.72,low_demand,low_supply,1.975,2.6363636363636362,406.0855257,474.07106897924206
100,22,Suburban,Silver,45,4.23,Night,Premium,141,551.3651376,4.55,high_demand,low_supply,1.2345679012345678,2.0,661.63816512,523.4831458564768
73,63,Suburban,Silver,25,4.19,Afternoon,Economy,129,534.0181946,1.16,low_demand,high_supply,1.825,1.6578947368421053,534.0181946,472.4998219686624
79,67,Rural,Gold,56,4.01,Evening,Premium,151,501.2363001,1.18,low_demand,high_supply,1.975,1.763157894736842,501.2363001,550.3414792676172
88,55,Rural,Regular,56,4.0,Night,Premium,26,159.6069186,1.6,high_demand,high_supply,1.0864197530864197,1.4473684210526316,159.6069186,111.22662864663764
76,34,Suburban,Silver,10,4.92,Morning,Economy,103,359.801051,2.24,low_demand,low_supply,1.9,3.090909090909091,359.801051,394.18383630098185
49,30,Suburban,Silver,80,3.74,Night,Economy,85,348.6695625,1.63,low_demand,low_supply,1.225,2.727272727272727,348.6695625,332.31196348684136
100,64,Rural,Regular,7,4.89,Night,Premium,115,490.504076,1.56,high_demand,high_supply,1.2345679012345678,1.6842105263157894,490.504076,428.06103691174553
87,26,Rural,Gold,63,4.2,Morning,Premium,118,485.6832395,3.35,high_demand,low_supply,1.0740740740740742,2.3636363636363638,582.8198874,446.9377972895337
22,5,Rural,Silver,93,4.85,Evening,Economy,99,424.9275102,4.4,low_demand,low_supply,0.55,0.45454545454545453,424.9275102,364.58060952925587
21,11,Rural,Silver,23,3.76,Afternoon,Economy,12,40.44289065,1.91,low_demand,low_supply,0.525,1.0,40.44289065,61.740817380362195
93,57,Suburban,Regular,34,4.89,Morning,Premium,80,258.4249153,1.63,high_demand,high_supply,1.1481481481481481,1.5,258.4249153,302.77579839204395
28,15,Rural,Gold,90,4.25,Night,Premium,177,511.929391,1.87,low_demand,low_supply,0.7,1.3636363636363635,511.929391,649.2009334369202
97,7,Urban,Silver,22,3.74,Afternoon,Premium,147,441.746701,13.86,high_demand,low_supply,1.1975308641975309,0.6363636363636364,530.0960412,531.2462087154731
48,12,Urban,Silver,51,4.63,Night,Premium,32,175.5180543,4.0,low_demand,low_supply,1.2,1.0909090909090908,175.5180543,127.94071467449506
70,37,Urban,Silver,10,3.65,Night,Premium,168,658.5834277,1.89,low_demand,low_supply,1.75,3.3636363636363638,658.5834277,628.7564824421771
78,12,Rural,Silver,99,4.3,Afternoon,Economy,95,299.2909931,6.5,low_demand,low_supply,1.95,1.0909090909090908,299.2909931,345.10682288244493
25,7,Rural,Regular,24,3.85,Evening,Premium,144,494.8027992,3.57,low_demand,low_supply,0.625,0.6363636363636364,494.8027992,525.4064287401045
24,9,Urban,Gold,6,4.05,Afternoon,Premium,69,223.519012,2.67,low_demand,low_supply,0.6,0.8181818181818182,223.519012,261.44181237759005
92,37,Rural,Silver,7,4.92,Morning,Premium,103,434.5710508,2.49,high_demand,low_supply,1.1358024691358024,3.3636363636363638,521.48526096,403.3577893135019
43,33,Rural,Gold,16,4.01,Morning,Premium,159,630.4284013,1.3,low_demand,low_supply,1.075,3.0,630.4284013,598.8067833763407
96,23,Urban,Gold,8,4.23,Morning,Premium,90,445.1254111,4.17,high_demand,low_supply,1.1851851851851851,2.090909090909091,534.15049332,343.9268562336715
88,46,Rural,Gold,35,4.89,Afternoon,Premium,72,361.985521,1.91,high_demand,high_supply,1.0864197530864197,1.2105263157894737,361.985521,271.9825336618572
83,43,Suburban,Regular,20,3.59,Morning,Economy,63,267.2821971,1.93,high_demand,high_supply,1.0246913580246915,1.131578947368421,267.2821971,239.77735800013136
50,29,Urban,Regular,2,4.81,Morning,Economy,143,518.954763,1.72,low_demand,low_supply,1.25,2.6363636363636362,518.954763,536.901071183177
97,75,Urban,Regular,15,4.94,Afternoon,Economy,163,575.4934492,1.29,high_demand,high_supply,1.1975308641975309,1.9736842105263157,575.4934492,601.5588247083274
84,24,Suburban,Regular,39,4.08,Afternoon,Economy,86,349.4432162,3.5,high_demand,low_supply,1.037037037037037,2.1818181818181817,419.33185943999996,331.90344703705347
68,40,Suburban,Silver,58,4.64,Morning,Premium,68,279.2349662,1.7,low_demand,high_supply,1.7,1.0526315789473684,279.2349662,251.04848966043164
77,30,Urban,Regular,99,4.7,Evening,Premium,179,689.7483155,2.57,low_demand,low_supply,1.925,2.727272727272727,689.7483155,659.8514995854059
82,67,Urban,Regular,13,4.43,Afternoon,Economy,33,88.76294359,1.22,high_demand,high_supply,1.0123456790123457,1.763157894736842,88.76294359,139.87862837262134
21,8,Suburban,Gold,37,3.71,Evening,Premium,171,621.7963495,2.62,low_demand,low_supply,0.525,0.7272727272727273,621.7963495,622.9334283585468
75,24,Rural,Regular,44,3.79,Night,Premium,72,307.6219494,3.12,low_demand,low_supply,1.875,2.1818181818181817,307.6219494,275.2200128516531
61,9,Urban,Gold,74,3.98,Evening,Premium,32,172.4105313,6.78,low_demand,low_supply,1.525,0.8181818181818182,172.4105313,122.44964261956491
90,13,Suburban,Regular,24,3.73,Afternoon,Economy,126,444.2453021,6.92,high_demand,low_supply,1.1111111111111112,1.1818181818181819,533.09436252,463.01739133727204
100,21,Suburban,Regular,20,3.52,Night,Premium,163,556.8967118,4.76,high_demand,low_supply,1.2345679012345678,1.9090909090909092,668.2760541600001,600.5931954939357
93,31,Suburban,Gold,13,3.58,Afternoon,Premium,101,355.3245755,3.0,high_demand,low_supply,1.1481481481481481,2.8181818181818183,426.3894906,390.6288646959313
92,14,Urban,Silver,57,3.73,Morning,Premium,133,474.9977391,6.57,high_demand,low_supply,1.1358024691358024,1.2727272727272727,569.99728692,488.5606305091984
61,12,Rural,Gold,59,4.72,Afternoon,Premium,178,581.9712306,5.08,low_demand,low_supply,1.525,1.0909090909090908,581.9712306,643.0640308894607
53,12,Suburban,Gold,79,3.6,Night,Premium,154,663.4393972,4.42,low_demand,low_supply,1.325,1.0909090909090908,663.4393972,559.6153297020309
55,21,Urban,Regular,20,3.56,Night,Premium,134,519.4694924,2.62,low_demand,low_supply,1.375,1.9090909090909092,519.4694924,496.55526767379104
57,45,Rural,Gold,78,4.43,Afternoon,Premium,112,397.6919501,1.27,low_demand,high_supply,1.425,1.1842105263157894,397.6919501,410.75282977462575
34,8,Suburban,Silver,51,4.09,Afternoon,Premium,130,388.1122299,4.25,low_demand,low_supply,0.85,0.7272727272727273,388.1122299,474.7849122476402
50,11,Suburban,Silver,19,4.87,Morning,Economy,144,591.100076,4.55,low_demand,low_supply,1.25,1.0,591.100076,523.8532279263154
35,22,Rural,Silver,82,3.79,Afternoon,Economy,174,586.7988633,1.59,low_demand,low_supply,0.875,2.0,586.7988633,643.5462647669898
43,14,Suburban,Regular,1,3.53,Night,Premium,134,648.9097429,3.07,low_demand,low_supply,1.075,1.2727272727272727,648.9097429,492.6173964326499
50,25,Suburban,Silver,19,4.32,Night,Economy,176,746.3391325,2.0,low_demand,low_supply,1.25,2.272727272727273,746.3391325,650.2613190489323
55,19,Urban,Regular,64,4.34,Morning,Premium,129,555.0976878,2.89,low_demand,low_supply,1.375,1.7272727272727273,555.0976878,476.9768654301646
93,67,Urban,Silver,21,4.88,Night,Premium,87,417.9131413,1.39,high_demand,high_supply,1.1481481481481481,1.763157894736842,417.9131413,330.27290233023206
94,69,Urban,Silver,86,4.12,Morning,Premium,18,97.80093622,1.36,high_demand,high_supply,1.1604938271604939,1.8157894736842106,97.80093622,85.96646183022779
70,60,Urban,Regular,57,4.05,Afternoon,Premium,43,193.089112,1.17,low_demand,high_supply,1.75,1.5789473684210527,193.089112,167.29400409214526
36,25,Suburban,Regular,61,3.64,Night,Economy,132,492.4640116,1.44,low_demand,low_supply,0.9,2.272727272727273,492.4640116,497.132275582418
37,9,Suburban,Silver,73,4.8,Morning,Economy,124,408.8156288,4.11,low_demand,low_supply,0.925,0.8181818181818182,408.8156288,453.79648291525956
68,46,Urban,Gold,8,4.21,Afternoon,Economy,116,364.1617948,1.48,low_demand,high_supply,1.7,1.2105263157894737,364.1617948,422.9013309317574
77,15,Suburban,Regular,47,4.47,Morning,Economy,66,228.6434979,5.13,low_demand,low_supply,1.925,1.3636363636363635,228.6434979,245.22191409187977
27,12,Suburban,Silver,64,4.7,Evening,Economy,149,667.946428,2.25,low_demand,low_supply,0.675,1.0909090909090908,667.946428,547.331349023572
90,56,Suburban,Silver,61,4.38,Night,Premium,91,410.342709,1.61,high_demand,high_supply,1.1111111111111112,1.4736842105263157,410.342709,341.8354871070785
46,23,Suburban,Regular,19,4.92,Afternoon,Economy,169,710.4192642,2.0,low_demand,low_supply,1.15,2.090909090909091,710.4192642,624.4276481541509
96,80,Urban,Regular,47,3.77,Morning,Economy,70,177.2030658,1.2,high_demand,high_supply,1.1851851851851851,2.1052631578947367,177.2030658,273.13426034373674
80,6,Rural,Silver,43,4.81,Night,Economy,24,74.32837978,13.33,low_demand,low_supply,2.0,0.5454545454545454,74.32837978,87.32548340455114
80,31,Suburban,Silver,91,4.61,Evening,Premium,127,392.3027601,2.58,low_demand,low_supply,2.0,2.8181818181818183,392.3027601,475.7052933172492
64,25,Suburban,Silver,85,4.46,Afternoon,Premium,37,168.6101943,2.56,low_demand,low_supply,1.6,2.272727272727273,168.6101943,154.30616296659824
57,42,Rural,Silver,36,3.59,Afternoon,Premium,167,587.2581373,1.36,low_demand,high_supply,1.425,1.105263157894737,587.2581373,605.0321564851871
52,7,Rural,Silver,57,4.82,Night,Economy,180,563.9803273,7.43,low_demand,low_supply,1.3,0.6363636363636364,563.9803273,647.4349265061602
69,56,Urban,Regular,73,4.02,Night,Premium,116,352.3474983,1.23,low_demand,high_supply,1.725,1.4736842105263157,352.3474983,425.3604405758142
67,54,Suburban,Regular,53,3.67,Morning,Economy,110,415.3075369,1.24,low_demand,high_supply,1.675,1.4210526315789473,415.3075369,403.9645159632775
25,7,Rural,Silver,13,4.07,Afternoon,Premium,60,204.2158433,3.57,low_demand,low_supply,0.625,0.6363636363636364,204.2158433,227.4661404226004
80,35,Rural,Regular,29,4.49,Night,Economy,79,319.6520701,2.29,low_demand,low_supply,2.0,3.1818181818181817,319.6520701,309.14142253765385
73,6,Suburban,Silver,5,4.03,Night,Premium,71,362.0533307,12.17,low_demand,low_supply,1.825,0.5454545454545454,362.0533307,255.4976270749581
24,6,Urban,Regular,65,4.29,Afternoon,Premium,106,387.4755378,4.0,low_demand,low_supply,0.6,0.5454545454545454,387.4755378,389.91162365654253
37,14,Rural,Gold,18,4.36,Evening,Economy,85,348.8532987,2.64,low_demand,low_supply,0.925,1.2727272727272727,348.8532987,320.0767165201415
27,6,Rural,Regular,74,4.75,Afternoon,Premium,157,732.2985127,4.5,low_demand,low_supply,0.675,0.5454545454545454,732.2985127,570.1750307605809
23,11,Urban,Regular,11,4.86,Afternoon,Economy,133,343.6721334,2.09,low_demand,low_supply,0.575,1.0,343.6721334,490.49743501665984
42,8,Rural,Gold,12,4.79,Morning,Premium,166,599.7162532,5.25,low_demand,low_supply,1.05,0.7272727272727273,599.7162532,600.7965117661421
74,39,Urban,Silver,11,3.65,Morning,Economy,173,484.7545389,1.9,low_demand,high_supply,1.85,1.0263157894736843,484.7545389,621.9491537934365
68,30,Urban,Regular,28,4.69,Night,Premium,134,581.1514566,2.27,low_demand,low_supply,1.7,2.727272727272727,581.1514566,502.12736325293923
59,9,Suburban,Silver,30,4.83,Afternoon,Economy,140,603.3651643,6.56,low_demand,low_supply,1.475,0.8181818181818182,603.3651643,505.9350014678916
89,75,Rural,Silver,76,4.39,Evening,Economy,110,369.8546415,1.19,high_demand,high_supply,1.0987654320987654,1.9736842105263157,369.8546415,414.40088570891453
81,35,Suburban,Regular,45,4.11,Night,Economy,174,708.8801421,2.31,low_demand,low_supply,2.025,3.1818181818181817,708.8801421,645.8880640576348
33,8,Suburban,Regular,74,4.52,Morning,Premium,56,205.8375505,4.12,low_demand,low_supply,0.825,0.7272727272727273,205.8375505,212.5233428070354
75,28,Urban,Gold,49,4.46,Night,Economy,163,684.5607033,2.68,low_demand,low_supply,1.875,2.5454545454545454,684.5607033,601.676381073642
87,48,Suburban,Silver,95,4.73,Morning,Economy,162,453.2541299,1.81,high_demand,high_supply,1.0740740740740742,1.263157894736842,453.2541299,591.8415448725959
56,37,Suburban,Silver,96,3.83,Afternoon,Premium,130,412.584838,1.51,low_demand,low_supply,1.4,3.3636363636363638,412.584838,496.9088881411989
75,32,Urban,Silver,20,3.69,Evening,Premium,96,440.4442377,2.34,low_demand,low_supply,1.875,2.909090909090909,440.4442377,367.7212546031827
99,54,Rural,Silver,96,3.77,Afternoon,Premium,61,241.6407114,1.83,high_demand,high_supply,1.2222222222222223,1.4210526315789473,241.6407114,233.96277225554473
33,16,Rural,Regular,81,4.08,Afternoon,Premium,50,201.2925319,2.06,low_demand,low_supply,0.825,1.4545454545454546,201.2925319,198.61733873088494
41,28,Rural,Gold,89,4.47,Evening,Premium,45,220.0511403,1.46,low_demand,low_supply,1.025,2.5454545454545454,220.0511403,190.2688699189691
55,19,Suburban,Silver,74,3.51,Morning,Economy,173,702.913416,2.89,low_demand,low_supply,1.375,1.7272727272727273,702.913416,633.0408259774287
93,51,Rural,Silver,12,4.98,Morning,Premium,90,431.4216603,1.82,high_demand,high_supply,1.1481481481481481,1.3421052631578947,431.4216603,336.6436323875663
54,35,Urban,Silver,11,4.49,Afternoon,Premium,96,466.8626811,1.54,low_demand,low_supply,1.35,3.1818181818181817,466.8626811,374.88942213282695
34,20,Urban,Gold,21,4.15,Morning,Premium,158,445.1263612,1.7,low_demand,low_supply,0.85,1.8181818181818181,445.1263612,585.1615093208866
86,18,Suburban,Silver,61,4.3,Afternoon,Premium,126,441.6378571,4.78,high_demand,low_supply,1.0617283950617284,1.6363636363636365,529.96542852,468.0411421662156
85,27,Suburban,Gold,8,4.11,Night,Premium,157,669.5210117,3.15,high_demand,low_supply,1.0493827160493827,2.4545454545454546,803.42521404,586.3961963257298
74,5,Suburban,Regular,80,3.63,Night,Economy,134,354.3852115,14.8,low_demand,low_supply,1.85,0.45454545454545453,354.3852115,477.82127574257373
63,53,Rural,Gold,33,4.33,Afternoon,Economy,175,489.7125243,1.19,low_demand,high_supply,1.575,1.394736842105263,489.7125243,635.0852216694351
55,13,Suburban,Silver,45,3.71,Morning,Premium,40,222.568582,4.23,low_demand,low_supply,1.375,1.1818181818181819,222.568582,155.77045232434133
100,66,Suburban,Gold,27,3.53,Evening,Premium,106,412.2556068,1.52,high_demand,high_supply,1.2345679012345678,1.736842105263158,412.2556068,396.6726124791207
51,27,Urban,Gold,86,3.82,Evening,Premium,152,472.2157353,1.89,low_demand,low_supply,1.275,2.4545454545454546,472.2157353,566.7697467247954
37,10,Urban,Silver,33,4.86,Afternoon,Economy,44,179.9398803,3.7,low_demand,low_supply,0.925,0.9090909090909091,179.9398803,170.96575801095267
99,71,Suburban,Gold,3,4.63,Morning,Premium,100,308.9111533,1.39,high_demand,high_supply,1.2222222222222223,1.868421052631579,308.9111533,376.82906101480216
54,24,Rural,Silver,85,3.79,Evening,Economy,102,306.3142432,2.25,low_demand,low_supply,1.35,2.1818181818181817,306.3142432,386.0296343004578
30,7,Rural,Gold,57,4.27,Morning,Premium,69,224.4648783,4.29,low_demand,low_supply,0.75,0.6363636363636364,224.4648783,258.34012949920805
84,56,Urban,Silver,71,4.56,Evening,Premium,15,101.0737865,1.5,high_demand,high_supply,1.037037037037037,1.4736842105263157,101.0737865,72.8916108157388
49,14,Suburban,Silver,55,4.43,Morning,Premium,131,633.4966221,3.5,low_demand,low_supply,1.225,1.2727272727272727,633.4966221,480.7188502438463
86,10,Urban,Silver,98,4.8,Morning,Economy,18,62.87509274,8.6,high_demand,low_supply,1.0617283950617284,0.9090909090909091,75.450111288,77.59961209718186
48,24,Rural,Gold,17,3.98,Afternoon,Economy,29,92.03104706,2.0,low_demand,low_supply,1.2,2.1818181818181817,92.03104706,128.3631577258054
67,18,Urban,Silver,78,3.81,Morning,Premium,22,106.7358926,3.72,low_demand,low_supply,1.675,1.6363636363636365,106.7358926,94.02011479652803
100,16,Rural,Gold,96,3.65,Night,Premium,163,560.6703257,6.25,high_demand,low_supply,1.2345679012345678,1.4545454545454546,672.80439084,595.9835423130697
79,7,Rural,Silver,31,4.82,Night,Economy,100,322.9000695,11.29,low_demand,low_supply,1.975,0.6363636363636364,322.9000695,358.0220737385197
99,9,Rural,Silver,33,4.98,Afternoon,Economy,110,292.3393609,11.0,high_demand,low_supply,1.2222222222222223,0.8181818181818182,350.80723307999995,401.64741797630865
34,24,Urban,Silver,3,4.41,Morning,Economy,97,242.751717,1.42,low_demand,low_supply,0.85,2.1818181818181817,242.751717,372.48783201596325
54,21,Urban,Silver,23,4.44,Evening,Premium,136,442.7796306,2.57,low_demand,low_supply,1.35,1.9090909090909092,442.7796306,503.85872099664226
77,43,Suburban,Regular,73,4.07,Afternoon,Premium,131,505.5467165,1.79,low_demand,high_supply,1.925,1.131578947368421,505.5467165,473.4175974630251
80,21,Urban,Regular,85,4.21,Morning,Premium,146,474.9171618,3.81,low_demand,low_supply,2.0,1.9090909090909092,474.9171618,533.8772426463812
74,54,Urban,Regular,16,4.35,Afternoon,Premium,147,617.4346784,1.37,low_demand,high_supply,1.85,1.4210526315789473,617.4346784,533.7326606103746
57,38,Urban,Regular,31,3.97,Morning,Premium,64,294.8553699,1.5,low_demand,low_supply,1.425,3.4545454545454546,294.8553699,263.5252410221367
97,66,Urban,Silver,90,3.6,Evening,Premium,150,717.467322,1.47,high_demand,high_supply,1.1975308641975309,1.736842105263158,717.467322,553.0471462624429
52,14,Suburban,Gold,97,4.83,Evening,Premium,66,266.977217,3.71,low_demand,low_supply,1.3,1.2727272727272727,266.977217,249.5409068141884
51,37,Rural,Regular,34,4.64,Afternoon,Economy,100,383.3711771,1.38,low_demand,low_supply,1.275,3.3636363636363638,383.3711771,391.5498269852152
87,52,Urban,Gold,15,3.57,Night,Economy,66,266.4336179,1.67,high_demand,high_supply,1.0740740740740742,1.368421052631579,266.4336179,252.40585685537826
91,42,Suburban,Silver,76,4.96,Morning,Economy,86,336.3943924,2.17,high_demand,high_supply,1.123456790123457,1.105263157894737,336.3943924,320.26117651402456
85,34,Rural,Regular,66,4.59,Morning,Premium,163,764.8593556,2.5,high_demand,low_supply,1.0493827160493827,3.090909090909091,917.8312267199999,614.1311599444781
57,21,Rural,Silver,28,4.93,Night,Economy,141,588.6941798,2.71,low_demand,low_supply,1.425,1.9090909090909092,588.6941798,520.9643511649044
28,8,Urban,Regular,67,3.78,Afternoon,Premium,58,305.2426677,3.5,low_demand,low_supply,0.7,0.7272727272727273,305.2426677,220.66534386724376
58,30,Urban,Regular,32,4.14,Night,Economy,75,256.3738037,1.93,low_demand,low_supply,1.45,2.727272727272727,256.3738037,294.95614913522786
