Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Rider_Driver_Ratio,Log_Ride_Duration,Adjusted_Historical_Cost_of_Ride,Expected_Ride_Duration,Log_Ride_Duration,Vehicle_Type_Premium,Vehicle_Type_Economy,Actual_Adjusted_Cost,Predicted_Adjusted_Cost,Error
69,7,Urban,Regular,51,Afternoon,Premium,103,8.625,4.6443908991413725,462.66304412150464,0.06943305235211218,0.312343048582046,True,False,462.66304412150464,403.171192228656,59.491851892848615
44,11,Rural,Regular,56,Afternoon,Premium,18,3.6666666666666665,2.9444389791664403,104.75201005936664,-1.6602883573575962,-2.1949059961797253,True,False,104.75201005936664,110.79580657682777,-6.043796517461132
100,66,Suburban,Gold,27,Evening,Premium,106,1.492537313432836,4.672828834461906,412.2556067980849,0.13048204328304308,0.35428599139683775,True,False,412.2556067980849,413.82899003526836,-1.5733832371834637
84,59,Suburban,Silver,67,Morning,Premium,164,1.4,5.10594547390058,758.9961232252967,1.3107625346143734,0.993087164384753,True,False,758.9961232252967,621.131848979122,137.86427424617477
95,56,Rural,Silver,86,Morning,Premium,147,1.6666666666666667,4.997212273764115,671.4712089285143,0.9648182526724318,0.8327172098156472,True,False,671.4712089285143,560.1752078542719,111.29600107424244
100,85,Suburban,Silver,59,Evening,Economy,110,1.1627906976744187,4.709530201312334,329.4837131421355,0.2118806978576176,0.4084166205610698,False,True,329.4837131421355,384.30271611518447,-54.81900297304895
59,24,Suburban,Regular,40,Afternoon,Premium,147,2.36,4.997212273764115,631.6312970255759,0.9648182526724318,0.8327172098156472,True,False,631.6312970255759,560.1752078542719,71.45608917130403
49,6,Suburban,Gold,18,Night,Premium,148,7.0,5.003946305945459,443.7750198288772,0.9851679163160755,0.8426491941004264,True,False,443.7750198288772,563.7572660436269,-119.98224621474975
32,6,Urban,Silver,13,Afternoon,Economy,53,4.571428571428571,3.9889840465642745,173.88747446193491,-0.9480501298300692,-0.6543126466440166,False,True,173.88747446193491,183.73851208024726,-9.851037618312347
57,40,Urban,Regular,78,Afternoon,Economy,171,1.3902439024390243,5.147494476813453,764.5953413909641,1.453210180119879,1.0543675433413764,False,True,764.5953413909641,602.5165145682399,162.07882682272418
42,6,Rural,Silver,21,Night,Premium,128,6.0,4.859812404361672,398.9933645706103,0.5781746434432029,0.6300669540867989,True,False,398.9933645706103,492.2175428439484,-93.22417827333811
94,71,Rural,Regular,48,Night,Premium,169,1.3055555555555556,5.135798437050262,770.8733244527833,1.4125108528325916,1.0371171233858592,True,False,770.8733244527833,639.08310133672,131.79022311606332
28,18,Urban,Gold,100,Afternoon,Premium,92,1.4736842105263157,4.532599493153256,382.03843862699455,-0.15441324772796772,0.14746256426787022,True,False,382.03843862699455,364.17328455943374,17.86515406756081
29,17,Urban,Silver,76,Morning,Economy,166,1.6111111111111112,5.117993812416755,674.132847635612,1.3514618619016607,1.0108571876899368,False,True,674.132847635612,584.5614817793224,89.57136585628962
92,37,Rural,Silver,7,Morning,Premium,103,2.4210526315789473,4.6443908991413725,434.5710508212173,0.06943305235211218,0.312343048582046,True,False,434.5710508212173,403.171192228656,31.39985859256126
40,29,Urban,Regular,72,Afternoon,Economy,147,1.3333333333333333,4.997212273764115,624.9860100296204,0.9648182526724318,0.8327172098156472,False,True,624.9860100296204,516.4254895466871,108.56052048293327
36,23,Urban,Silver,42,Morning,Economy,14,1.5,2.70805020110221,44.52503661261306,-1.7416870119321708,-2.5435544085434607,False,True,44.52503661261306,54.96544040616544,-10.440403793552385
31,7,Rural,Regular,22,Afternoon,Premium,172,3.875,5.153291594497779,806.0212701919081,1.4735598437635224,1.0629176779690743,True,False,806.0212701919081,649.8583448643435,156.1629253275646
22,6,Urban,Silver,82,Morning,Premium,172,3.142857142857143,5.153291594497779,710.884313751738,1.4735598437635224,1.0629176779690743,True,False,710.884313751738,649.8583448643435,61.02596888739447
21,7,Rural,Regular,58,Morning,Premium,75,2.625,4.330733340286331,328.45835687553256,-0.5003575296699094,-0.15026863212549332,True,False,328.45835687553256,304.21603025725346,24.242326618279094
28,8,Urban,Regular,67,Afternoon,Premium,58,3.111111111111111,4.07753744390572,305.2426676647312,-0.8463018116118511,-0.523705764010523,True,False,305.2426676647312,244.80958281531585,60.43308484941534
81,35,Suburban,Regular,45,Night,Economy,174,2.25,5.1647859739235145,708.8801421484817,1.5142591710508098,1.0798706702841327,False,True,708.8801421484817,613.2939220633745,95.58622008510724
83,14,Urban,Regular,80,Night,Premium,64,5.533333333333333,4.174387269895637,295.5887110300315,-0.7242038297499893,-0.38086252777232155,True,False,295.5887110300315,265.69622773971986,29.892483290311645
86,18,Suburban,Silver,61,Afternoon,Premium,126,4.526315789473684,4.844187086458591,441.6378571357946,0.5374753161559156,0.6070212650139127,True,False,441.6378571357946,485.0765754227041,-43.43871828690948
59,37,Rural,Silver,86,Night,Premium,95,1.5526315789473684,4.564348191467836,340.1282671016029,-0.09336425679703685,0.19428853186513836,True,False,340.1282671016029,374.79555538217807,-34.66728828057518
30,13,Rural,Gold,8,Afternoon,Economy,94,2.142857142857143,4.553876891600541,274.6803754439265,-0.11371392044068047,0.17884447354725522,False,True,274.6803754439265,327.50388258611554,-52.823507142189044
100,64,Rural,Regular,7,Night,Premium,115,1.5384615384615385,4.7535901911063645,490.5040759704239,0.3136290160758357,0.473400439235733,True,False,490.5040759704239,445.85123466968656,44.65284130073735
74,30,Urban,Regular,97,Evening,Economy,179,2.3870967741935485,5.19295685089021,794.3231511066332,1.616007489269028,1.1214197303104254,False,True,794.3231511066332,631.2632244743272,163.05992663230597
25,6,Urban,Regular,69,Evening,Premium,94,3.5714285714285716,4.553876891600541,398.051725971793,-0.11371392044068047,0.17884447354725522,True,False,398.051725971793,371.25360089370037,26.798125078092653
100,54,Suburban,Regular,91,Night,Premium,61,1.8181818181818181,4.127134385045092,203.1132957396489,-0.7852528206809202,-0.45055552850466835,True,False,203.1132957396489,255.24032853159727,-52.12703279194838
83,43,Suburban,Regular,20,Morning,Economy,63,1.8863636363636365,4.1588830833596715,267.28219711727195,-0.744553493393633,-0.4037295609074002,False,True,267.28219711727195,218.45856161336118,48.823635503910765
40,6,Rural,Gold,37,Afternoon,Premium,148,5.714285714285714,5.003946305945459,707.8553931548287,0.9851679163160755,0.8426491941004264,True,False,707.8553931548287,563.7572660436269,144.09812711120173
43,14,Suburban,Regular,1,Night,Premium,134,2.8666666666666667,4.90527477843843,648.9097429236178,0.7002726253050646,0.6971191410558479,True,False,648.9097429236178,513.6556138832445,135.2541290403733
67,18,Urban,Silver,78,Morning,Premium,22,3.526315789473684,3.1354942159291497,106.7358926414302,-1.5788897027830218,-1.9131197560858872,True,False,106.7358926414302,123.3629175281402,-16.627024886710004
66,6,Rural,Regular,23,Evening,Economy,45,9.428571428571429,3.828641396489095,173.1577542620492,-1.1108474389792182,-0.8908010740587713,False,True,173.1577542620492,156.22455417709244,16.933200084956752
65,10,Urban,Regular,77,Afternoon,Economy,170,5.909090909090909,5.14166355650266,430.385487919734,1.4328605164762354,1.0457675534195838,False,True,430.385487919734,598.9247653073965,-168.53927738766248
44,17,Rural,Regular,15,Evening,Economy,98,2.4444444444444446,4.59511985013459,353.33854512223814,-0.032315265866105954,0.23967346945742696,False,True,353.33854512223814,341.67859226963157,11.65995285260658
31,21,Suburban,Silver,77,Afternoon,Economy,107,1.4090909090909092,4.68213122712422,389.3845083155804,0.1508317069266867,0.36800603538309945,False,True,389.3845083155804,373.63376947204796,15.750738843532417
30,7,Rural,Regular,85,Evening,Economy,44,3.75,3.8066624897703196,184.11208970364285,-1.131197102622862,-0.9232176337438066,False,True,184.11208970364285,152.80608498904448,31.306004714598373
55,12,Urban,Silver,96,Morning,Premium,48,4.230769230769231,3.8918202981106265,183.2701656673754,-1.0497984480482874,-0.7976188852695623,True,False,183.2701656673754,210.25927352161645,-26.98910785424104
99,22,Suburban,Silver,7,Morning,Economy,39,4.304347826086956,3.6888794541139363,131.44358716419623,-1.23294542084108,-1.096935137261767,False,True,131.44358716419623,135.79838862535905,-4.354801461162822
100,50,Urban,Regular,20,Evening,Economy,127,1.9607843137254901,4.852030263919617,350.2265835541767,0.5578249797995593,0.6185891211197159,False,True,350.2265835541767,444.8970133391179,-94.67042978494118
29,6,Suburban,Silver,24,Afternoon,Economy,50,4.142857142857143,3.9318256327243257,197.46392160702555,-1.009099120761,-0.7386152535685836,False,True,197.46392160702555,173.3889066688245,24.075014938201065
67,48,Rural,Regular,94,Evening,Premium,168,1.3673469387755102,5.1298987149230735,544.6027807887253,1.392161189188948,1.028415658071492,True,False,544.6027807887253,635.4920903712562,-90.88930958253081
26,11,Urban,Regular,97,Morning,Economy,141,2.1666666666666665,4.955827057601261,427.0550612068028,0.8427202708105701,0.7716783989691001,False,True,427.0550612068028,494.94366752802614,-67.88860632122334
50,40,Rural,Silver,61,Evening,Premium,73,1.2195121951219512,4.30406509320417,319.11098294212263,-0.5410568569571966,-0.18960147221146745,True,False,319.11098294212263,297.1935617945592,21.91742114756346
97,66,Urban,Silver,90,Evening,Premium,150,1.4477611940298507,5.017279836814924,717.467322019467,1.0258672436033627,0.862314740015549,True,False,717.467322019467,570.9228260681832,146.5444959512838
58,14,Rural,Gold,10,Morning,Economy,95,3.8666666666666667,4.564348191467836,258.01445968829404,-0.09336425679703685,0.19428853186513836,False,True,258.01445968829404,331.0458370745933,-73.03137738629925
75,56,Urban,Regular,66,Evening,Premium,22,1.3157894736842106,3.1354942159291497,124.49060049402551,-1.5788897027830218,-1.9131197560858872,True,False,124.49060049402551,123.3629175281402,1.1276829658853131
40,23,Urban,Silver,6,Night,Economy,178,1.6666666666666667,5.187385805840755,528.60807288888,1.5956578256253844,1.1132030288764354,False,True,528.60807288888,627.6686865559345,-99.06061366705455
57,28,Urban,Gold,27,Afternoon,Economy,107,1.9655172413793103,4.68213122712422,423.5098573724167,0.1508317069266867,0.36800603538309945,False,True,423.5098573724167,373.63376947204796,49.87608790036876
53,27,Suburban,Regular,78,Night,Premium,58,1.8928571428571428,4.07753744390572,279.09504825213924,-0.8463018116118511,-0.523705764010523,True,False,279.09504825213924,244.80958281531585,34.28546543682339
83,26,Suburban,Gold,77,Night,Premium,74,3.074074074074074,4.31748811353631,373.975635759196,-0.5207071933135531,-0.16980393881648065,True,False,373.975635759196,300.7038420962932,73.27179366290278
37,12,Rural,Silver,15,Evening,Economy,142,2.8461538461538463,4.962844630259907,369.36165888010754,0.8630699344542136,0.782028575428912,False,True,369.36165888010754,498.5226831142166,-129.16102423410905
41,7,Urban,Gold,4,Night,Economy,83,5.125,4.430816798843313,364.9140560714328,-0.3375602205207604,-0.0026561303159429945,False,True,364.9140560714328,288.6268964246483,76.28715964678452
27,12,Suburban,Silver,64,Evening,Economy,149,2.076923076923077,5.0106352940962555,667.9464280068869,1.0055175799597191,0.8525147432106354,False,True,667.9464280068869,523.5900892818167,144.35633872507015
90,45,Urban,Silver,13,Night,Premium,90,1.9565217391304348,4.51085950651685,284.25727302188227,-0.19511257501525497,0.1153983864009646,True,False,284.25727302188227,357.09793214531544,-72.84065912343317
58,19,Urban,Silver,47,Evening,Economy,77,2.9,4.356708826689592,247.4420018201041,-0.45965820238262217,-0.11195754067253152,False,True,247.4420018201041,267.4962142569202,-20.0542124368161
