Number_of_Riders,Number_of_Drivers,Number_of_Past_Rides,Average_Ratings,Expected_Ride_Duration,Rating_Category,Customer_Loyalty_Status_Gold,Customer_Loyalty_Status_Regular,Customer_Loyalty_Status_Silver,Location_Category_Rural,Location_Category_Suburban,Location_Category_Urban,Vehicle_Type_Economy,Vehicle_Type_Premium,Time_of_Booking_Afternoon,Time_of_Booking_Evening,Time_of_Booking_Morning,Time_of_Booking_Night,Cost_Low,Cost_Medium,Cost_High
27,12,64,4.7,149,Excellent,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True
90,56,61,4.38,91,Excellent,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True
46,23,19,4.92,169,Excellent,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True
96,80,47,3.77,70,Good,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False
80,6,43,4.81,24,Excellent,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False
80,31,91,4.61,127,Excellent,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
64,25,85,4.46,37,Excellent,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False
57,42,36,3.59,167,Good,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True
52,7,57,4.82,180,Excellent,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True
69,56,73,4.02,116,Excellent,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
67,54,53,3.67,110,Good,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
25,7,13,4.07,60,Excellent,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False
80,35,29,4.49,79,Excellent,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
73,6,5,4.03,71,Excellent,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False
24,6,65,4.29,106,Excellent,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False
37,14,18,4.36,85,Excellent,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
27,6,74,4.75,157,Excellent,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True
23,11,11,4.86,133,Excellent,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False
42,8,12,4.79,166,Excellent,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
74,39,11,3.65,173,Good,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True
68,30,28,4.69,134,Excellent,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
59,9,30,4.83,140,Excellent,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True
89,75,76,4.39,110,Excellent,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
81,35,45,4.11,174,Excellent,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True
33,8,74,4.52,56,Excellent,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
75,28,49,4.46,163,Excellent,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True
87,48,95,4.73,162,Excellent,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True
56,37,96,3.83,130,Good,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True
75,32,20,3.69,96,Good,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True
99,54,96,3.77,61,Good,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False
33,16,81,4.08,50,Excellent,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False
41,28,89,4.47,45,Excellent,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
55,19,74,3.51,173,Good,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True
93,51,12,4.98,90,Excellent,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True
54,35,11,4.49,96,Excellent,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True
34,20,21,4.15,158,Excellent,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True
86,18,61,4.3,126,Excellent,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True
85,27,8,4.11,157,Excellent,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
74,5,80,3.63,134,Good,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
63,53,33,4.33,175,Excellent,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
55,13,45,3.71,40,Good,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
100,66,27,3.53,106,Good,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True
51,27,86,3.82,152,Good,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True
37,10,33,4.86,44,Excellent,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False
99,71,3,4.63,100,Excellent,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
54,24,85,3.79,102,Good,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
30,7,57,4.27,69,Excellent,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
84,56,71,4.56,15,Excellent,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
49,14,55,4.43,131,Excellent,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
86,10,98,4.8,18,Excellent,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
48,24,17,3.98,29,Good,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False
67,18,78,3.81,22,Good,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
100,16,96,3.65,163,Good,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
79,7,31,4.82,100,Excellent,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False
99,9,33,4.98,110,Excellent,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False
34,24,3,4.41,97,Excellent,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False
54,21,23,4.44,136,Excellent,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True
77,43,73,4.07,131,Excellent,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True
80,21,85,4.21,146,Excellent,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
74,54,16,4.35,147,Excellent,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True
57,38,31,3.97,64,Good,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
97,66,90,3.6,150,Good,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True
52,14,97,4.83,66,Excellent,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False
51,37,34,4.64,100,Excellent,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
87,52,15,3.57,66,Good,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False
91,42,76,4.96,86,Excellent,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False
85,34,66,4.59,163,Excellent,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
57,21,28,4.93,141,Excellent,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True
28,8,67,3.78,58,Good,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False
58,30,32,4.14,75,Excellent,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False
31,9,18,4.42,114,Excellent,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
27,11,88,4.5,144,Excellent,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True
90,75,88,4.1,106,Excellent,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True
54,8,41,3.89,168,Good,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
23,9,50,3.84,34,Good,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
94,64,62,4.87,166,Excellent,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True
86,20,51,3.75,110,Good,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
79,55,91,4.39,48,Excellent,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False
73,13,93,3.95,90,Good,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False
74,23,45,4.07,99,Excellent,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
26,11,10,4.22,69,Excellent,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
99,30,74,4.21,160,Excellent,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
80,42,85,4.22,131,Excellent,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True
78,35,5,4.35,100,Excellent,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
63,6,29,4.79,24,Excellent,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False
25,8,30,4.44,115,Excellent,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
100,50,20,4.14,127,Excellent,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False
46,8,32,4.81,112,Excellent,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True
59,29,90,4.3,145,Excellent,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True
21,11,18,4.2,49,Excellent,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
64,7,48,4.67,64,Excellent,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
52,22,72,3.6,101,Good,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
100,56,67,4.2,169,Excellent,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True
83,72,25,4.62,45,Excellent,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
89,10,36,4.12,13,Excellent,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False
100,37,47,4.7,142,Excellent,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True
71,7,31,4.83,60,Excellent,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
94,26,0,3.94,40,Good,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False
52,23,41,4.23,134,Excellent,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True
27,15,31,4.95,103,Excellent,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False
88,62,62,4.82,162,Excellent,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True
48,38,64,4.97,152,Excellent,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True
53,35,1,3.67,88,Good,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
31,12,34,4.7,105,Excellent,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
56,34,1,4.56,121,Excellent,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False
48,35,47,4.26,26,Excellent,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
93,66,22,3.91,180,Good,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
49,18,62,4.92,62,Excellent,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False
72,33,63,4.25,132,Excellent,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
62,11,37,4.23,71,Excellent,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
39,15,53,4.6,38,Excellent,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
67,56,49,4.22,23,Excellent,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False
88,15,39,4.51,137,Excellent,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True
29,16,75,4.11,80,Excellent,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
100,24,88,4.49,56,Excellent,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False
98,43,62,4.98,130,Excellent,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True
35,10,40,3.54,75,Good,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
58,14,10,3.77,95,Good,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
22,7,53,4.43,98,Excellent,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True
84,37,94,3.83,28,Good,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False
91,14,19,4.78,19,Excellent,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False
56,29,67,4.49,125,Excellent,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True
97,21,36,3.72,23,Good,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
57,47,26,3.8,30,Good,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False
94,27,100,3.6,172,Good,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True
84,6,24,3.74,68,Good,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
40,11,1,4.24,35,Excellent,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False
65,36,20,4.39,87,Excellent,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False
35,22,28,4.88,116,Excellent,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True
40,30,67,4.03,143,Excellent,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True
61,45,6,4.99,10,Excellent,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False
50,14,98,3.52,109,Good,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
98,25,30,4.76,60,Excellent,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False
54,37,41,4.69,16,Excellent,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False
37,13,31,4.66,35,Excellent,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False
78,41,12,4.99,22,Excellent,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False
84,21,88,3.5,146,Good,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
44,32,51,4.2,168,Excellent,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True
25,11,92,3.91,115,Good,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False
38,13,38,4.46,28,Excellent,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False
85,25,21,4.03,73,Excellent,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False
31,13,87,4.04,11,Excellent,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False
67,6,25,4.45,31,Excellent,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
77,11,70,3.82,63,Good,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False
32,11,30,3.53,32,Good,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False
71,30,60,4.83,156,Excellent,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
65,38,13,4.77,132,Excellent,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
64,29,66,3.79,37,Good,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
48,38,45,4.17,87,Excellent,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False
76,42,95,3.93,180,Good,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
76,53,77,3.67,179,Good,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True
71,14,8,4.44,76,Excellent,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False
76,9,64,4.16,10,Excellent,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False
51,14,16,3.51,30,Good,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False
88,38,29,3.73,167,Good,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True
60,24,5,3.79,154,Good,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True
73,55,55,4.2,52,Excellent,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False
23,10,80,3.88,22,Good,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False
74,27,51,3.75,111,Good,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
49,6,18,4.41,148,Excellent,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
31,8,7,3.57,35,Good,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
57,46,42,4.39,56,Excellent,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
64,19,35,4.02,39,Excellent,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False
86,76,84,4.99,149,Excellent,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True
54,28,73,3.56,51,Good,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
85,37,10,3.76,61,Good,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
58,15,14,4.76,12,Excellent,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False
96,27,21,4.37,57,Excellent,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
58,31,32,4.87,85,Excellent,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
77,45,88,4.16,151,Excellent,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True
93,73,78,3.81,106,Good,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
44,11,56,3.83,18,Good,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False
20,10,54,4.12,168,Excellent,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
70,40,9,3.77,130,Good,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
42,12,92,4.5,123,Excellent,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False
87,33,53,4.15,143,Excellent,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
70,43,47,4.31,57,Excellent,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
61,15,29,4.49,32,Excellent,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False
71,36,69,4.37,110,Excellent,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False
81,33,41,4.93,162,Excellent,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True
87,64,69,4.55,65,Excellent,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False
85,65,73,4.65,165,Excellent,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True
91,65,40,3.58,141,Good,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False
83,57,80,4.6,172,Excellent,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True
64,10,75,3.61,155,Good,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
69,22,25,4.41,74,Excellent,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False
37,12,15,3.73,142,Good,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
93,28,63,3.9,38,Good,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False
66,49,42,4.56,124,Excellent,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
47,36,100,4.2,103,Excellent,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True
71,30,45,4.16,53,Excellent,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
58,19,47,3.97,77,Good,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False
100,18,50,4.89,51,Excellent,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
94,28,59,4.45,173,Excellent,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True
49,6,23,4.65,69,Excellent,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False
42,7,90,3.67,32,Good,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
79,63,56,4.66,70,Excellent,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False
59,5,17,4.97,143,Excellent,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True
54,7,91,3.75,97,Good,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False
60,6,65,4.76,168,Excellent,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True
26,13,4,3.63,123,Good,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True
90,10,59,4.44,147,Excellent,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True
34,12,38,4.18,24,Excellent,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False
80,34,84,3.8,174,Good,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
21,7,58,4.31,75,Excellent,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
97,71,52,4.32,36,Excellent,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
64,7,92,4.58,16,Excellent,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
47,34,16,4.38,46,Excellent,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
44,28,30,3.93,42,Good,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False
21,9,13,4.01,127,Excellent,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
57,37,59,3.92,159,Good,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True
62,5,51,4.4,160,Excellent,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True
25,6,60,3.91,145,Good,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True
92,33,70,3.69,46,Good,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
38,7,46,3.79,78,Good,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
99,31,0,3.54,50,Good,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
35,7,65,4.19,65,Excellent,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False
30,13,53,3.68,124,Good,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
28,6,53,4.48,148,Excellent,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
59,47,73,3.54,75,Good,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False
24,13,50,4.26,141,Excellent,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
21,6,15,3.81,80,Good,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
84,54,59,4.98,43,Excellent,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False
100,50,83,4.91,173,Excellent,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
30,11,99,4.96,83,Excellent,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False
45,35,0,4.58,41,Excellent,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False
53,35,35,3.92,166,Good,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True
65,41,51,3.57,48,Good,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
93,6,85,4.47,107,Excellent,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False
28,5,69,4.49,132,Excellent,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
38,8,78,3.57,114,Good,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True
25,6,69,4.45,94,Excellent,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
76,23,64,3.57,115,Good,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
22,7,73,4.91,73,Excellent,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
40,5,17,4.55,72,Excellent,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False
89,16,27,4.86,161,Excellent,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True
31,21,77,4.83,107,Excellent,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False
92,45,59,4.23,121,Excellent,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True
58,32,92,4.59,111,Excellent,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True
58,20,42,3.51,125,Good,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True
36,7,26,4.35,59,Excellent,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
66,40,93,4.86,153,Excellent,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
76,54,58,4.05,74,Excellent,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False
55,23,46,4.58,150,Excellent,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True
21,8,57,4.78,84,Excellent,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
61,45,42,4.25,102,Excellent,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
72,62,48,3.82,126,Good,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True
65,18,65,4.01,111,Excellent,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
20,8,27,4.99,83,Excellent,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
22,7,16,4.1,147,Excellent,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
72,49,15,4.34,19,Excellent,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False
42,30,26,4.79,138,Excellent,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True
100,54,91,4.59,61,Excellent,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
87,32,38,4.76,114,Excellent,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True
36,8,47,4.07,77,Excellent,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False
70,38,99,4.19,76,Excellent,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False
41,7,4,4.15,83,Excellent,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False
59,40,64,4.72,157,Excellent,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
33,14,38,4.89,127,Excellent,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True
70,26,15,3.67,70,Good,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False
45,7,87,4.35,74,Excellent,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
98,71,83,4.55,139,Excellent,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
75,63,42,4.55,138,Excellent,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True
100,34,33,4.75,156,Excellent,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
76,23,53,3.94,117,Good,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True
32,12,69,3.68,55,Good,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
35,23,58,3.78,164,Good,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True
30,16,89,3.63,142,Good,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True
75,56,66,3.69,22,Good,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False
25,6,23,3.95,55,Good,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
88,16,26,4.18,32,Excellent,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False
43,26,69,4.9,107,Excellent,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
39,20,97,4.25,121,Excellent,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
77,63,72,4.56,113,Excellent,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
41,14,59,4.72,49,Excellent,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
51,20,97,4.8,130,Excellent,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True
30,10,86,4.95,149,Excellent,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
29,8,52,4.68,121,Excellent,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True
21,5,8,4.44,159,Excellent,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True
50,15,62,4.51,83,Excellent,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
61,42,11,3.72,52,Good,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
67,5,81,4.53,14,Excellent,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
73,22,26,4.99,33,Excellent,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False
35,18,27,3.82,158,Good,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True
96,58,25,3.61,85,Good,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False
38,28,8,4.83,29,Excellent,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False
75,28,6,4.02,171,Excellent,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True
57,26,92,4.11,58,Excellent,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False
36,10,65,3.54,53,Good,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
73,27,98,3.97,57,Good,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
68,29,51,3.99,110,Good,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
25,9,11,3.58,31,Good,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
97,25,95,4.91,101,Excellent,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
30,7,85,3.74,44,Good,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False
83,7,24,4.9,24,Excellent,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False
27,5,2,4.3,22,Excellent,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
